"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
27,"NCT04361942","Treatment of Severe COVID-19 Pneumonia With Allogeneic Mesenchymal Stromal Cells (COVID_MSV)","COVID_MSV","Completed","No Results Available","COVID-19 Pneumonia","Biological: Mesenchymal Stromal Cells|Other: Placebo","Proportion of patients who have achieved withdrawal of invasive mechanical ventilation|Rate of mortality|Proportion of patients who have achieved clinical response|Proportion of patients who have achieved radiological responses","Red de Terapia Celular|Citospin|University of Valladolid|Castilla-León Health Service|Hospital del Río Hortega|Instituto de Salud Carlos III","All","18 Years and older   (Adult, Older Adult)","Phase 2","24","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","TerCel_007|2020-001682-36","May 1, 2020","October 28, 2021","October 28, 2021","April 24, 2020",,"June 7, 2022","Hospital Universitario Rio Hortega, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT04361942"
28,"NCT04615429","Clinical Trial to Assess the Efficacy of MSC in Patients With ARDS Due to COVID-19",,"Recruiting","No Results Available","Acute Respiratory Distress Syndrome|COVID-19 Pneumonia","Biological: Mesenchymal stromal cells|Other: Placebo","Change in the PaO2/FiO2* ratio from baseline to day 7 of treatment administration|All-cause mortality|Time to PaO2/FiO2 ratio greater than 200 mmHg|Clinical status on the World Health Organization ordinal scale|PaO2/FiO2 ratio|SOFA score|Oxygen therapy-free days|Duration of hospitalization|Duration of ICU admission|Incidence of non-invasive ventilation|Incidence of invasive mechanical ventilation|Duration of non-invasive ventilation|Duration of invasive mechanical ventilation|Mechanical ventilation-free days|Survival rate|Cumulative incidence SAEs, Grade 3 and 4 AEs, ADR and AEs of special interest.","Cristina Avendaño Solá|Puerta de Hierro University Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","COVID-AT|2020-002193-27","September 15, 2020","January 2022","February 2022","November 4, 2020",,"November 10, 2021","Hospital Universitario Puerta de Hierro-Majadahonda, Majadahonda, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT04615429"
29,"NCT04356287","Treatment With Human Umbilical Cord-derived Mesenchymal Stromal Cells in Systemic Sclerosis","CARE-SSc","Not yet recruiting","No Results Available","Sclerosis, Systemic|Mesenchymal Stem Cells","Biological: UCMSC|Other: Placebo","Measure of safety one month after first infusion|Change in modified Rodnan skin score (mRss) between Month 0 and Month 12","Marie Hudson, MD|Medical University of South Carolina|McGill University Health Centre/Research Institute of the McGill University Health Centre|Université de Montréal|Assistance Publique - Hôpitaux de Paris|Centre hospitalier de l'Université de Montréal (CHUM)|University Paris 7 - Denis Diderot|Sir Mortimer B. Davis - Jewish General Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","18","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","MP-05-2020-2251","May 2022","April 2024","April 2025","April 22, 2020",,"April 1, 2022",,,"https://ClinicalTrials.gov/show/NCT04356287"
30,"NCT03901235","MSC Intratissular Injection in Crohn Disease Patients","MSC","Recruiting","No Results Available","Efficacy and Safety","Biological: Mesenchymal Stromal Cells","Proportion of patients with deep ulcer healing|Proportion of patients with stricture healing|Proportion of patients with complex perianal fistula healing|Safety assessed by the incidence of treatment-emergent adverse events during the study period|Evolution of clinical disease activity index|Evolution of Short health scale (quality of life)|Evolution of the Lemann Index (measuring cumulated intestinal damage in Crohn's disease)|Evolution of the "" Group of Therapeutic Study of Inflammatory Disorders of the Digestive Tube"" obstructive score for Crohn Disease strictures","University of Liege|Centre Hospitalier Universitaire de Liege","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","60","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TJT1707P1","January 15, 2018","December 31, 2022","December 31, 2023","April 3, 2019",,"November 26, 2021","CHU de Liège, Liège, Belgium",,"https://ClinicalTrials.gov/show/NCT03901235"
31,"NCT00957931","Allo-HCT MUD for Non-malignant Red Blood Cell (RBC) Disorders: Sickle Cell, Thal, and DBA: Reduced Intensity Conditioning, Co-tx MSCs",,"Completed","Has Results","Sickle Cell Disease|Thalassemia|Diamond-Blackfan Anemia","Procedure: Bone marrow transplantation|Biological: Mesenchymal Stromal Cells","Count of Participants With Stable Engraftment Post Hematopoietic Cell Transplantation (HCT)|Overall Survival 6 Months Following HCT|Overall Survival 1 Year Following HCT|Count of Participants With Disease-free Survival 6 Months Following HCT|Count of Participants With Disease-free Survival 1 Year Following HCT","Stanford University|University of Minnesota|University of Alabama at Birmingham","All","1 Year to 25 Years   (Child, Adult)","Phase 2","6","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","MSC01","March 2009","August 2013","August 2013","August 13, 2009","August 6, 2018","August 6, 2018","Children's Hospital of Alabama, Birmingham, Alabama, United States|University of Minnesota, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT00957931"
32,"NCT01306513","Safety and Feasibility Study of Administration of Mesenchymal Stemcells for Treatment of Emphysema",,"Completed","No Results Available","Emphysema","Biological: autologous bone marrow derived mesenchymal stromal cells","Number of Participants with Adverse Events as a Measure of Safety and Tolerability","Leiden University Medical Center","All","40 Years to 65 Years   (Adult, Older Adult)","Phase 1","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NL28562.000.09","October 2010","June 2012","November 2012","March 2, 2011",,"November 19, 2012","Department of Pulmonology, Leiden University Medical Center, Leiden, Netherlands",,"https://ClinicalTrials.gov/show/NCT01306513"
33,"NCT02384018","Mesenchymal Stem Cell and Islet Co-transplantation",,"Completed","No Results Available","Chronic Pancreatitis|Diabetes","Biological: autologous mesenchymal stromal cell","C-peptide level after mixed meal tolerance test|Liver function, kidney function|The absence of severe hypoglycemic episodes","Medical University of South Carolina|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years to 69 Years   (Adult, Older Adult)","Phase 1","3","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CCT-BMMSC15-001|5R21DK099696","December 2014","June 1, 2016","November 21, 2017","March 10, 2015",,"April 4, 2022","GI Surgery, Medical University of South Carolina, Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT02384018"
34,"NCT04236479","Mesenchymal Stromal Cells for Infants With Congenital Heart Disease (MedCaP)",,"Recruiting","No Results Available","Congenital Heart Disease (CHD)","Biological: BM-MSC","Number of subjects who experience serious adverse events, adverse events, and/or early treatment discontinuations.|Actual magnitude of differences in neuroimaging and neurodevelopmental variables will be measured after MSC delivery.","Catherine Bollard|Children's National Research Institute","All","up to 6 Months   (Child)","Phase 1","36","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00011914","July 29, 2020","September 2024","April 2025","January 22, 2020",,"May 13, 2022","Children's National Health System, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT04236479"
35,"NCT04400032","Cellular Immuno-Therapy for COVID-19 Acute Respiratory Distress Syndrome","CIRCA-19","Completed","No Results Available","Acute Respiratory Distress Syndrome|Covid19","Biological: Mesenchymal Stromal Cells","Number of Participants With Treatment-Related Adverse Events as Assessed by CTCAE v4.0|Number of Participants alive by Day 28|Number of Participants with ventilator-free Days by Day 28","Ottawa Hospital Research Institute|Stem Cell Network|Ontario Research Fund","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","15","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20200243-01H","May 15, 2020","April 22, 2021","April 22, 2021","May 22, 2020",,"April 26, 2021","The Ottawa Hospital, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04400032"
36,"NCT04626583","Safety of Locally Delivered Allogeneic Mesenchymal Stromal Cells",,"Recruiting","No Results Available","Mesenchymal Stromal Cells|Cornea|Safety|Corneal Defect","Biological: Allogeneic MSC","Primary Safety Outcome: Incidence of treatment emergent adverse events (TEAE) assessed at 28 days.|Primary Efficacy Outcome: Proportion of participants with improvement in epithelial defect or barrier integrity relative to baseline (based on fluorescein staining)|Secondary Efficacy Outcomes: Visual Acuity|Secondary Efficacy Outcomes: Time to Completion of Corneal Epithelialization|Secondary Efficacy Outcomes: Durability of the Corneal Epithelialization and Healing|Secondary Efficacy Outcomes: Corneal stromal haze|Secondary Efficacy Outcomes: Corneal epithelial thickness","University of Illinois at Chicago|United States Department of Defense","All","18 Years and older   (Adult, Older Adult)","Phase 1","18","Other|U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-0334|W81XWH-18-1-0661","March 5, 2021","December 30, 2023","December 30, 2023","November 12, 2020",,"April 21, 2022","University of Illinois, Department of Ophthalmology and Visual Sciences, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT04626583"
37,"NCT05061030","Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents",,"Recruiting","No Results Available","Type1diabetes","Biological: the ATMP Protrans","Safety at one year evaluated as adverse events|Safety at five years evaluated as adverse events|Efficacy measured as change in C-peptide Area under the curve to a mixed mealtolerance test.|Insulin independency|Low insulin needs|Insulin needs|HbA1c|Time in target|Time in range|C-peptide|Change in peak C-peptide","Uppsala University Hospital","All","7 Years to 21 Years   (Child, Adult)","Phase 1|Phase 2","66","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","WJMSC-P01","January 14, 2022","September 2028","December 2028","September 29, 2021",,"May 23, 2022","Uppsala University Hospital, Uppsala, Sweden",,"https://ClinicalTrials.gov/show/NCT05061030"
38,"NCT02359929","BMT Autologous MSCs for GvHD",,"Completed","No Results Available","Graft Versus Host Disease|Acute Graft Versus Host Disease|Chronic Graft Versus Host Disease","Biological: Autologous mesenchymal stromal cells (MSCs)","Safety and Tolerability of EPIC MSC2014-002 based on dose limiting toxicities (DLTs)|Overall Response Rate for acute GVHD subjects|Overall Response Rate for chronic GVHD subjects|Transplant-related mortality|Incidence of Relapse|Disease-free survival|Overall-survival","Emory University|CURE Foundation","All","12 Years and older   (Child, Adult, Older Adult)","Phase 1","11","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB00076372","January 2015","June 15, 2020","January 11, 2021","February 10, 2015",,"March 4, 2021","Children's Healthcare of Atlanta/Emory University, Atlanta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT02359929"
39,"NCT02495766","Autologous Mesenchymal Stromal Cells for Multiple Sclerosis","EMMES","Completed","No Results Available","Relapsing-Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis","Drug: XCEL-MC-ALPHA|Drug: Placebo","Adverse events|Cumulative number of MRI Gd-enhancing lesions|Multiple Sclerosis Outbreaks|Expanded Disability Status Scale (EDDS) score|Cumulative number of lesions visualized on T2 sequence","Banc de Sang i Teixits|Vall d'Hebron Research Institute (VHIR)","All","18 Years to 60 Years   (Adult)","Phase 1|Phase 2","8","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","XCEL-MS-02","May 11, 2015","November 27, 2017","November 15, 2018","July 13, 2015",,"January 21, 2020","Hospital Vall Hebron, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT02495766"
