,Locations,count,enrolled
501,"University of Alabama at Birmingham, Birmingham, Alabama, United States | University of California, San Diego, San Diego, California, United States | Stanford Hospital and Clinics, Stanford, California, United States | MedStar Washington Hospital Center, Washington, District of Columbia, United States | Northwestern University, Chicago, Illinois, United States | Maine Medical Center, Portland, Maine, United States | Johns Hopkins University, Baltimore, Maryland, United States | Brigham and Women's Hospital, Boston, Massachusetts, United States | Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States | Henry Ford Hospital, Detroit, Michigan, United States | Mayo Clinic, Rochester, Minnesota, United States | Rutgers Robert Wood Johnson Medical School, New Brunswick, New Jersey, United States | Columbia University Medical Center, New York, New York, United States | Duke University Medical Center, Durham, North Carolina, United States | Ohio State University, Columbus, Ohio, United States | Lankenau Medical Center, Wynnewood, Pennsylvania, United States | UTHealth, The University of Texas Health Science Center at Houston, Houston, Texas, United States | Fletcher Allen Health Care - Renal Services, Burlington, Vermont, United States | University of Virginia Health System, Charlottesville, Virginia, United States | University of Washington Medical Center, Seattle, Washington, United States | CAMC Clinical Trials Center, Charleston, West Virginia, United States | Foothills Medical Centre, Calgary, Alberta, Canada | University of Alberta Hospital, Edmonton, Alberta, Canada | University of Manitoba - St. Boniface Hospital, Winnipeg, Manitoba, Canada | CDHA Queen Elizabeth II Health Sciences Centre, Halifax, Nova Scotia, Canada | McMaster - Hamilton General Hospital / TAARI, Hamilton, Ontario, Canada | London Health Sciences Centre, University Hospital, London, Ontario, Canada | St. Michael's Hospital, Toronto, Ontario, Canada | Toronto General Hospital, Toronto, Ontario, Canada | Montreal Heart Institute, Montreal, Quebec, Canada | Institut Universitaire de Cardiologie et de Pneumologie de Quebec, Quebec, Canada",1,156
502,"Hospital de Elche, Elche, Alicante, Spain | HOSPITAL Meixoeiro Vigo, Vigo, Pontevedra, Spain | Hospital Vall D´Hebron, Barcelona, Spain | Hospital La Fe, Valencia, Spain",1,150
503,"Scott Medical Health Center, Pittsburgh, Pennsylvania, United States",1,60
504,"Peking University Third Hospital, Beijin, China",1,60
505,"Department of Cardiothoracic Surgery, Meilahti Hospital, Helsinki, Finland",1,60
506,"OLV Ziekenhuis Aalst, Aalst, Belgium | Centre Hospitalier Universitaire de Liège, Liège, Belgium | Hopital Civil Marie Curie, Lodelinsart, Belgium | AZ Glorieux, Ronse, Belgium | CHU Mont-Godinne, Yvoir, Belgium | City Clinic Cardiology Center Multiprofile Hospital for Active Treatment, Sofia, Bulgaria | Multiprofile Hospital for Active Treatment 'Tokuda Hospital Sofia', Sofia, Bulgaria | University Multiprofile Hospital for Active Treatment 'Alexandrovska' EAD, Sofia, Bulgaria | Gottsegen György Országos Kardiológiai Intézet - Felnőtt Kardiológiai Osztály, Budapest, Hungary | Semmelweis Egyetem - Városmajori Szív- és Érgyógyászati Klinika, Budapest, Hungary | MH Egészségügyi Központ Kardiológiai Osztály, Budapest, Hungary | Debreceni Egyetem Orvos - és Egészségtudomanyi Centrum, Debrecen, Hungary | Pécsi Tudományegyetem Klinikai Központ - Szívgyógyászati Klinika, Pécs, Hungary | Barzilai Medical Center - Cardiology Unit, Ashkelon, Israel | Hillel Yaffe Medical Center, Hadera, Israel | Western Galilee Hospital, Nahariya, Israel | Nazareth Hospital EMMS, Nazareth, Israel | Ziv Medical Center - Heart Institute, Safed, Israel | A.O. Spedali Civili di Brescia, Brescia, Italy | AOUI Verona - Borgo Trento Hospital, Verona, Italy | Uniwersyteckie Centrum Kliniczne, KliniczneCentrum Kardiologii, Gdansk, Poland | Górnośląskie Centrum Medyczne Śląskiej Akademii Medycznej, Katowice, Poland | Krakowski Szpital Specjalistyczny im. Jana Pawła II w Krakowie, Kraków, Poland | Biegański Hospital, Łódź, Poland | Clinic of Emergency Internal Medicinne Military Medical Academy, Belgrade, Serbia | Clinical Center of Serbia - Cardiology Clinic, Belgrade, Serbia | Clinical Centre of Serbia, Cardiology Clinic, Belgrade, Serbia | Clinical Hospital Center Zvezdara - Cardiology Clinic, Belgrade, Serbia | Clinical Hospital Center Bezanijska Kosa, Cardiology Dept., Belgrade, Serbia | Clinical Center of Kragujevac,, Kragujevac, Serbia | Hospital Universitario Germans Trias i Pujol, Barcelona, Spain | Hospital General Universitario Gregorio Marañon, Madrid, Spain | Hospital Clinico San Carlos, Madrid, Spain | Hospital Clinico Universitario Virgen de la Victoria - Campus de Teatinos s/n, Malaga, Spain | Cardiocentro Ticino, Lugano, Switzerland",1,315
507,"IRCCS Istituto Ortopedico Galeazzi, Milano, MI, Italy",1,24
508,"Direct Biologics, Austin, Texas, United States",1,30
509,"Pontifícia Universidade Católica do Paraná, Curitiba, Paraná, Brazil",1,10
510,"Universidad de Granada, Granada, Spain",1,10
511,"Osiris Clinical Site, Baton Rouge, Louisiana, United States | Osiris Clinical Site, Charlotte, North Carolina, United States | Osiris Clinical Site, Pittsburgh, Pennsylvania, United States | Osiris Clinical Site, Richmond, Virginia, United States",1,10
512,"University of California San Diego Koman Outpatient Pavilion, La Jolla, California, United States",1,10
513,"Hospital Universitario A Coruña, A Coruña, Spain | Hospital Clínico San Carlos, Madrid, Spain | Hospital Universitario La Paz, Madrid, Spain | Hospital Universitario y Politécnico La Fe, Valencia, Spain",1,10
514,"Hanyang University Medical Center, Seoul, Korea, Republic of",1,10
515,"Children's Medical Center, Tehran, Iran, Islamic Republic of",1,10
516,"Vinmec Research Institute of Stem Cell and Gene Technology, Hanoi, Vietnam | Vinmec Research Institute of Stem Cell and Gene Technology, Hanoi, Vietnam",1,10
517,"Clinica Alemana de Santiago, Santiago, Region Metropolitana, Chile",1,10
518,"Centro de Tecnologia Celular, Pontifícia Universidade Católica do Paraná, Curitiba, Paraná, Brazil",1,10
519,"Wilhelmina Childrens Hostpital/University Medical Center Utrecht, Utrecht, Netherlands",1,10
520,"Celal Bayar University, Medical School, Manisa, Turkey",1,10
521,"First Hospitals affiliated to the China PLA General Hospital, Beijing, China | The First Affiliated Hospital of Soochow University, Suzhou, China | Affiliated Hospital of Logistics Universtiy of CAPF, Tianjin, China",1,30
522,"TPCH, Brisbane, Queensland, Australia | RPH, Perth, Western Australia, Australia",1,10
523,"Hrodna City Clinical Hospital, Hrodna, Belarus",1,10
524,"University Hospital (Rangueil), Toulouse, France",1,10
525,"National University Hospital, Singapore, Singapore",1,10
526,"Gaziantep University Hospital, Gaziantep, Turkey",1,10
527,"University of Cambridge Dept of Clinical Neurosciences, Cambridge, Cambridgeshire, United Kingdom | University College London Institute of Neurology, London, United Kingdom",1,10
528,"Sohag University Hospital, Sohag, Egypt",1,10
529,"U.O. Ematologia - Ospedali Riuniti di Bergamo, Bergamo, BG, Italy | Clinica Pediatrica CTMO - Azienda Ospedaliera San Gerardo, Monza, MB, Italy | U.O. Ematologia CTMO - Azienda Ospedaliera San Gerardo, Monza, MB, Italy",1,10
530,"Li Yu, Shenzhen, Guangdong, China",1,10
531,"TCA Cellular Therapy, LLC, Covington, Louisiana, United States",1,10
532,"Bundang CHA Medical Center, Seongnam, Kyunggido, Korea, Republic of",1,10
533,"Guys and St Thomas' hospital NHS Trust, London, United Kingdom",1,10
534,"Department of Otolaryngology, Rigshospitalet, University Hospital of Copenhagen, Copenhagen, Denmark | Department of Otolaryngology, Rigshospitalet, Copenhagen, Denmark",1,10
535,"Neurological Associates of West Los Angeles, Santa Monica, California, United States",1,10
536,"Ruijin Hospital Affiliated to Shanghai Jiaotong University School of Medicine, Shanghai, Shanghai, China",1,9
537,"Interdisciplinary Stem Cell Institute / University of Miami, Miami, Florida, United States",1,9
538,"Site 550: University of Hassanudin/ Dr. Wahidin Sudirohusodo Hospital, Makassar, Indonesia",1,9
539,"Department of Cardiology, Respiratory medicine and Physiology, Örebro University Hospital, Örebro, Sweden",1,9
540,"Peking Union Medical College Hospital (Dongdan campus), Beijing, Beijing, China",1,9
541,"Universitas Indonesia, Jakarta Pusat, Jakarta, Indonesia",1,9
542,"University of Minnesota, Minneapolis, Minnesota, United States | University of Pittsburgh, Pittsburgh, Pennsylvania, United States",1,9
543,"Germans Trias i Pujol Hospital, Badalona, Barcelona, Spain",1,9
544,"University of California San Francisco Medical Center, San Francisco, California, United States | Stanford University Medical Center, Stanford, California, United States | Massachusetts General Hospital, Boston, Massachusetts, United States | University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",1,9
545,"University of Indonesia, Jakarta Pusat, Jakarta, Indonesia | Faculty of Medicine, University of Indonesia, Propinsi DKI Jakarta, Jakarta, Indonesia",1,9
546,"Kasugai Municipal Hospital, Kasugai, Aichi, Japan | Nagoya University Hospital, Nagoya, Aichi, Japan",1,9
547,"National Chen-Kung University Hospital, Tainan City, Taiwan",1,9
548,"Neurology Service, Hospital Clinic de barcelona, Barcelona, Spain",1,9
549,"The Ottawa Hospital - General Campus, Ottawa, Ontario, Canada",1,9
550,"Armed Forces Bone Marrow Transplant Centre, Rawalpindi, Pakistan",1,9
551,"University of Miami Miller School of Medicine, Miami, Florida, United States | Johns Hopkins University School of Medicine, Baltimore, Maryland, United States",1,9
552,"Instituto de Medicina Regenerativa, Tijuana, Baja California, Mexico",1,9
553,"Cambridge University Hospitals NHS Foundation Trust, Cambridge, Cambridgeshire, United Kingdom",1,10
554,"South Valley University, Qena Faculty of Medicine, Obstetrics and Gynecology Department, Qena, Egypt",1,10
555,"Hospital de Neurorehabilitació Institut Guttmann, Badalona, Barcelona, Spain",1,10
556,"UAB School of Dentistry Department of Periodontology, Birmingham, Alabama, United States",1,10
557,"Acibadem Labcell, Istanbul, Uskudar, Turkey",1,10
558,"Medical Advancement Center of Arizona, Phoenix, Arizona, United States | Epic Medical Research, Dallas, Texas, United States",1,10
559,"Emory University/Childen's Healthcare of Atlanta, Atlanta, Georgia, United States | University of Maryland Medical Center, Baltimore, Maryland, United States | Johns Hopkins University Hospital, Baltimore, Maryland, United States | Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States | University of Utah/Heart Center-Primary Children's Hospital, Salt Lake City, Utah, United States",1,10
560,"Hematology Center, Karolinska University Hospital Huddinge, Stockholm, Sweden",1,11
561,"Anupam Hospital, Rudrapur, Uttrakhand, India",1,11
562,"Children's Healthcare of Atlanta/Emory University, Atlanta, Georgia, United States",1,11
563,"Far Eastern Memorial Hospital, Taipei, Taiwan",1,12
564,"The Republican Center for Research and Practice in Otolaryngology, Minsk, Belarus | The Republican Research and Practical Center for Epidemiology and Microbiology, Minsk, Belarus",1,12
565,"Children's Healthcare of Atlanta, Atlanta, Georgia, United States",1,12
566,"Laboratorios Salvat, S.A., Esplugues de Llobregat, Barcelone, Spain",1,12
567,"Galway University Hospital, Galway City, Galway, Ireland",1,12
568,"Xiangya Hospital, Central South University, Changsha, Hunan, China",1,12
569,"University of Wisconsin Carbone Cancer Center, Madison, Wisconsin, United States",1,12
570,"Clinical Center of Reproductive Medicine at the First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China",1,12
571,"Federal State Budgetary Institution ""Central Clinical Hospital with Outpatient Health Center"" of the Business Administration for the President of the Russian Federation; Center for Biomedical Technologies, Moscow, Russian Federation | A.I. Evdokimov Moscow State Medical Stomatological University, Moscow, Russian Federation",1,12
572,"Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain",1,12
573,"Burn Centre, Linköping University Hospital, Linköping, Sweden",1,12
574,"University of Wisconsin, Madison, Wisconsin, United States",1,12
575,"Hospital Infantil Universitario Niño Jesús, Madrid, Spain",1,12
576,"Cardiology PC, Birmingham, Alabama, United States | Duke University Medical Center, Durham, North Carolina, United States",1,12
577,"Masih-Daneshvari Hospital, Tehran, Iran, Islamic Republic of",1,12
578,"Seoul national University Hospital, Seoul, Jongno-gu, Korea, Republic of",1,12
579,"Henan Provincial People's Hospital, Zhengzhou, Henan, China",1,12
580,"Orthopedic Rehabilitation out-patient clinic, Sheba Medical Center, Ramat Gan, Israel",1,12
581,"Hématologie et thérapie cellulaire, Hôpital Saint Antoine, Paris, France",1,12
582,"Río Hortega University Hospital, Valladolid, Valladid, Spain | Bionand, Parque Tecnológico de Andalucía, Universidad de Málaga, Malaga, Spain | Instituto de Biologia y Genetica Molecular, Valladolid, Spain",1,11
583,"Pediatric Nephrology, Dialysis and Transplant Unit, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico Milan, Milan, MI, Italy",1,11
584,"University of Utah, Salt Lake City, Utah, United States",1,10
585,"Pontificia Universidade Catolica do Parana, Curitiba, PR, Brazil | Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ, Brazil | Hospital de Clínicas de Porto Alegre, Porto Alegre, RS, Brazil",1,10
586,"The Second Affiliated Hospital of Fujian Medical University, Quanzhou, Fujian, China",1,10
587,"Department of Gastroenterology and Hepatology Yamaguchi University Graduate School of Medicine, Ube, Yamaguchi, Yamaguchi, Japan",1,10
588,"Capital Institute of Pediatrics affiliated Children's hospital, Beijing, Beijing, China | Beijing Children's Hospital, Beijing, Beijing, China | Shenzhen Geno-immune Medical Institute, Shenzhen, Guangdong, China",1,10
589,"First Affiliated Hospital of the Third Military University, PLA (Southwest Hospital), Chongqing, Chongqing, China",1,10
590,"RSCM, Jakarta, Indonesia",1,10
591,"Sri Sai College Of Dental Surgery and Research Centre, Vikarabad, Telangana State, India",1,10
592,"Hospital Universitario Clinico San Carlos, Madrid, Spain | Hospital Universitario Clinico San Carlos, Madrid, Spain",1,10
593,"Ageless Institute LLC, Aventura, Florida, United States",1,10
594,"China Medical University Hospital, Taichung,, Taiwan",1,10
595,"Ｉｎstitute of Biomedical Research and Innovation, Kobe, Hyogo Pref., Japan",1,10
596,"University of Nevada School of Medicine, Reno, Nevada, United States",1,10
597,"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico",1,10
598,"Federal State Budget Institution Research Center for Obstetrics, Gynecology and Perinatology Ministry of Healthcare, Moscow, Russian Federation",1,10
599,"Armed Forces Bone Marrow Transplant Centre, Rawalpindi, Punjab, Pakistan",1,10
600,"Kansas University Cancer Center, Kansas City, Kansas, United States",1,10
601,"Karolinska University Hospital, Stockholm, Sweden | Uppsala University Hospital, Uppsala, Sweden",1,10
602,"Department of Gastroenterology; Gulhane Military Medical Academy, Ankara, Turkey",1,10
603,"Paolo Bertoli, Bergamo, Italy",1,10
604,"Shenzhen Geno-immune Medical Institute, Shenzhen, Guangdong, China",1,10
605,"Royal National Orthopaedic Hospital, London, United Kingdom",1,10
606,"Inha University Hospital, In Cheon, Korea, Republic of | Seoul National University Hospital, Seoul, Korea, Republic of | Seoul St. Mary's Hospital, Seoul, Korea, Republic of | Asan Medical Center, Seoul, Korea, Republic of",1,10
607,"Hospital Vall Hebron, Barcelona, Spain",1,8
608,"University Hospital Basel, Basel, Basel-Stadt, Switzerland",1,8
609,"Facultad de Odontología, Granada, Spain",1,8
610,"Baylor College of Medicine, Houston, Texas, United States",1,0
611,"Hackensack University Medical Center, Hackensack, New Jersey, United States",1,1
612,"Digestive Disease Research Center, Shariati Hospital, North Kargar Ave., Tehran, Iran, Islamic Republic of",1,1
613,"Purpan Hospital, Toulouse, France",1,1
614,"Al-Azhar university medical school (Benin-cairo) ophthalmology department, Cairo, Nasr city, Egypt",1,1
615,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",1,1
616,"Trabzon Kanuni Training and Research Hospital, University of Healthy Sciences, Trabzon, Yomra, Turkey",1,1
617,"Asthma and Allergy Consultants, Wichita, Kansas, United States",1,1
618,"Man Clinic for Andrology and male infertility, Cairo, Egypt",1,1
619,"Children's National Medical Center, Washington, District of Columbia, United States",1,1
620,"Hospital Universitario Cruces, Barakaldo, Bizkaia, Spain | Hospital Universitario Getafe, Getafe, Madrid, Spain",1,2
621,"The Da Vinci Center, George Town, Cayman Islands",1,2
622,"Hopital St Eloi, Montpellier, France",1,2
623,"Steno Diabetes Center Copenhagen, Gentofte, Denmark",1,2
624,"Department of Neurosurgery,Affiliated Hospital of Academy of Military Medical Sciences(307 Hospital), Beijing, Beijing, China",1,2
625,"Ribeirão Preto Medical School, Ribeirao Preto, Sao Paulo, Brazil",1,2
626,"China Medical Universty Hospital, Taichung, Taiwan",1,3
627,"University of Colorado Hospital, Aurora, Colorado, United States | Boston Children's Hospital, Boston, Massachusetts, United States | Brigham and Women's Hospital, Boston, Massachusetts, United States | Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States | University of Mississippi Medical Center, Jackson, Mississippi, United States | Children's Mercy Hospital, Kansas City, Missouri, United States",1,3
628,"GI Surgery, Medical University of South Carolina, Charleston, South Carolina, United States",1,3
629,"University Hospital of Salamanca, Salamanca, Castilla y León, Spain",1,3
630,"Singapore General Hospital, Singapore, Singapore",1,3
631,"Department of Urology, Asan Medical Center, Seoul, Korea, Republic of",1,3
632,"KyungHee University Gandong Hospital, Seoul, Korea, Republic of",1,1
633,"Unit of Oncology - Ospedali Riuniti of Bergamo, Bergamo, BG, Italy",1,0
634,"Hospital e Maternidade Dr Christovao da Gama, Santo Andre, Sao Paulo, Brazil | Instituto de Ensino e Pesquisas - IEP-São Lucas, Sao Paulo, SP, Brazil",1,3
635,"Mercy Gilbert and Chandler Medical Center, Gilbert, Arizona, United States | Emory University Hospital, Atlanta, Georgia, United States",1,0
636,"Clinical Trial Network, Houston, Texas, United States",1,0
637,"Oral and Maxillofacial Surgery, Karolinska Univeristy Hospital, Stockholm, Huddinge, Sweden",1,0
638,"Emory University School of Medicine, Atlanta, Georgia, United States | New York Medical College, Westchester Medical Center (WMC), Westchester, New York, United States | Duke University Medical Center, Durham, North Carolina, United States",1,0
639,"Federal Research Clinical Center of Federal Medical and Biological Agency of Russia, Moscow, Moscow Region, Russian Federation",1,0
640,"Stem Cell Instsitute, Panama City, Panama",1,0
641,"Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States",1,0
642,"Hospital Raja Permaisuri Bainun, Jalan Hospital, 30990,, Ipoh, Perak, Malaysia | Hospital Kuala Lumpur, Jalan Pahang, 50586, Kuala Lumpur, Malaysia | Hospital Melaka, Jalan Mufti Haji Khalil, 75400, Melaka, Malaysia | Hospital Seberang jaya Jalan Tun Hussein Onn, 13700, Prai, Pulau Pinang, Malaysia | Hospital Sungai Buloh, Jalan Hospital, 47000, Sungai Buloh, Selangor, Malaysia | Hospital Sultanah Bahiyah, Km 6 Jalan Langgar, 5460 Alor Setar, Kedah, Malaysia",1,0
643,"Drum Tower Hospital, Nanjing, Jiangsu, China",1,0
644,"Neurosciences Research Center, Isfahan, Iran, Islamic Republic of",1,0
645,"University of California Irvine Medical Center, Orange, California, United States",1,0
646,"Children's Hospital of Fudan University, Shanghai, Shanghai, China",1,0
647,"UC Irvine Medical Center, Orange, California, United States",1,0
648,"Fresno Community Hospital, Fresno, California, United States",1,0
649,"Department of Surgical Disciplines, All India Institute of Medical Sciences, New Delhi, Delhi, India | Department of Vascular and Endovascular Surgery, M. S. Ramaiah Medical College and Hospitals, Bangalore, Karnataka, India | Department of Vascular Surgery, Madras Medical College, Chennai, Tamil Nadu, India | Department of Vascular Surgery, Sri Ramchandra Medical College, Chennai, Tamil Nadu, India | Saveetha Medical College & Hospital, Chennai, Tamil Nadu, India | SRM Medical College Hospital and Research Centre, Chennai, Tamil Nadu, India | Health Point Hospital, Kolkata, West Bengal, India | Nightingale Hospital, Kolkata, West Bengal, India",1,0
650,"Cardiology Department of Rangueil Hospital - Rangueil Hospital, Toulouse, France",1,0
651,"Texas Back Institute, Plano, Texas, United States",1,0
652,"Univeristy of Miami Miller School of Medicine, Miami, Florida, United States",1,0
653,"Liège University Hospital, Liège, Belgium",1,0
654,"SCARM Institute, Tabriz, Iran, Islamic Republic of",1,0
655,"Clinica Santa Clarita, Tijuana, Baja California, Mexico",1,0
656,"Hospital Universitario de Getafe, Getafe, Madrid, Spain | Hospital Universitario de Cruces, Barakaldo, Spain | Hospital Universitario de La Princesa, Madrid, Spain | Hospital Infantil Universitario Niño Jesus, Madrid, Spain | Hospital Ramón Y Cajal, Madrid, Spain | Complejo Universitario La Paz, Madrid, Spain",1,0
657,"University of Wisconsin-Madison, Madison, Wisconsin, United States",1,3
658,"Royal Nose Throat and Ear Institute, London, United Kingdom",1,4
659,"The Prince Charles Hospital, Brisbane, Queensland, Australia",1,8
660,"Case Comprehensive Cancer Center, Cleveland, Ohio, United States",1,6
661,"Taipei Medical University Hospital, Taipei, Taiwan",1,6
662,"Ankara University School of Medicine Department of Hematology, Ankara, Turkey",1,6
663,"University of Miami Hospitals & Clinics, Miami, Florida, United States",1,6
664,"The Prince Charles Hospital, Brisbane, Queensland, Australia | The Alfred Hospital, Melbourne, Australia",1,6
665,"Far Eastern Memorial Hospital, Pan-Ciao, Taipei, Taiwan",1,6
666,"Nova Scotia Health Authority, Halifax, Nova Scotia, Canada",1,6
667,"DaeHang Hospital, Seoul, Korea, Republic of | Seoul National University Hospital, Seoul, Korea, Republic of",1,6
668,"Emory University, Atlanta, Georgia, United States | Medical University of South Carolina, Charleston, South Carolina, United States",1,6
669,"Duke University Health System, Durham, North Carolina, United States",1,6
670,"Johns Hopkins Hospital, Baltimore, Maryland, United States",1,7
671,"Karolinska Institute, Karolinska University Hospital Solna, Stockholm, Sweden | Karolinska Institute, Karolinska University Hospital, Stockholm, Sweden",1,7
672,"Saint Louis Hospital, APHP, Paris, France",1,7
673,"University of Malaya Medical Centre, Kuala Lumpur, Malaysia",1,7
674,"The First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing, Jiangsu, China",1,7
675,"Mayo Clinic in Minnesota, Rochester, Minnesota, United States",1,7
676,"University Children's Hospital, Tuebingen, Germany",1,7
677,"Seoul St. Mary's hospital, Seoul, Korea, Republic of",1,7
678,"Hanyang university hospital, Seoul, Korea, Republic of",1,7
679,"Arnaud de villeneuve Hospital, Montpellier, Herault, France",1,8
680,"Odontology Department, Nice Unversity Hospital, Nice, France",1,8
681,"Assisitance Publique Hopitaux de Marseille, Marseille, France",1,8
682,"Children's Hospital of Alabama, Birmingham, Alabama, United States | University of Minnesota, Minneapolis, Minnesota, United States",1,6
683,"VA Healthcare System, San Francisco, San Francisco, California, United States | Cleveland Clinic, Cleveland, Ohio, United States | UT Health San Antonio, San Antonio, Texas, United States",1,6
684,"Nephrology Unit, Bergamo, BG, Italy",1,4
685,"University of Maryland Medical Center, Baltimore, Maryland, United States | Johns Hopkins Hospital, Baltimore, Maryland, United States",1,5
686,"University Medical Centre Ljubljana, Ljubljana, Slovenia",1,4
687,"Hanyang University Hospital, Seoul, Korea, Republic of",1,4
688,"MedStar Washington Hospital Center, Washington, District of Columbia, United States",1,4
689,"Assistance Publique Hôpitaux de Marseille, Marseille, France",1,5
690,"University of Indonesia, National University of Singapore, Jakarta, Singapore, Indonesia, Singapore, Indonesia",1,5
691,"Roger Williams Medical Center, Providence, Rhode Island, United States",1,5
692,"Universitätsklinikum Carl-Gustav-Carus an der TU Dresden, Medizinische Klinik I, Dresden, Germany | Universitätsklinikum Essen, Klinik für Gastroenterologie und Hepatologie, Medizinisches Forschungszentrum, Essen, Germany | Universitätsklinikum Frankfurt, Medizinische Klinik 1, Sektion Translationale Hepatologie, Frankfurt, Germany | Universitätsklinikum Magdeburg A.ö.R., Medizinische Fakultät der Otto-von-Guericke-Universität, Magdeburg, Germany | Medizinische Fakultät Mannheim der Universität Heidelberg, II. Medizinische Klinik, Mannheim, Germany",1,5
693,"Virgen del Rocío University Hospital, Seville, Spain",1,5
694,"Children's Mercy Hospital, Kansas City, Missouri, United States",1,5
695,"Gangnam Severence Hospital, Gangnam Gu, Seoul, Korea, Republic of",1,5
696,"GangnamSeverance Hospital, Seoul, Korea, Republic of",1,5
697,"Shahid Beheshti University of Medical Sciences, Tehran, Iran, Islamic Republic of",1,5
698,"Hospital Sírio Libanês, São Paulo, Brazil",1,5
699,"Asian Institute Of Gastroenterology, Hyderabad, Telangana, India",1,5
700,"The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States",1,5
701,"IOBA - Applied Ophthalmobiology Institute, Valladolid, Spain",1,5
702,"Gulhane Military Medical Academy, Ankara, Turkey",1,5
703,"ASAN Medical Center, Seoul, Korea, Republic of",1,5
704,"Unidad de Terapia Celular del Instituto de Investigaciones Científicas, San Antonio de los Altos, Miranda, Venezuela",1,5
705,"Jaslok Hospital And Research Centre, Mumbai, Maharashtra, India",1,5
706,"Gangnam Severence Hospital, Seoul, Korea, Republic of",1,5
707,"Teknon Medical Center, ITRT, Barcelona, Spain | Instituto de Biologia y Genetica Molecular (IBGM), University of Valladolid, Valladolid, Spain",1,12
708,"Toronto Western Hospital, Toronto, Ontario, Canada",1,12
709,"Optica General, Saida, Lebanon",1,12
710,"Van Hanh Hospital, Ho Chi Minh City, Vietnam | Laboratory of Stem Cell Research and Application, University of Science, Vietnam National University, Ho Chi Minh, Ho Chi Minh, Vietnam | Nguyen Tri Phuong Hospital, Ho Chi Minh, Vietnam",1,20
711,"Hospital Universitario Puerta de Hierro-Majadahonda, Majadahonda, Madrid, Spain",1,20
712,"Beijing 302 Military Hospital of China, Beijing, China",1,20
713,"Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States",1,20
714,"Care Hospital, Hyderabad, Andhra Pradesh, India | SAL Hospital and Medical Institute, Ahmedabad, Gujarat, India | MS Ramaiah Memorial Hospital, Bangalore, Karnataka, India | Bhagawan Mahaveer Jain Heart Centre, Bangalore, Karnataka, India",1,20
715,"U.S.C Nefrologia e Dialisi, Bergamo, Italy | USC Chirurgia Generale III, Bergamo, Italy | USC Ematologia, Bergamo, Italy | USC Gastroenterologia, Bergamo, Italy | Servizio di Immunoematologia e Medicina Trasfusionale, Bologna, Italy | Unità Chirurgia Generale e Trapianti, Bologna, Italy",1,20
716,"BioSolutions Clinical Research Center, La Mesa, California, United States",1,20
717,"Pontificia Universidade Católica do Rio Grande do Sul, Porto Alegre, RS, Brazil",1,20
718,"M.S.Ramaiah Memorial Hospital, Bangalore, Karnataka, India | Bhagawan Mahaveer Jain Heart Centre, Bangalore, Karnataka, India | Amrita Institute of Medical Sciences, Kochi, Kerala, India | Sri Ganga Ram Hospital, New Delhi, India",1,20
719,"Section of Colon and Rectal Surger, Department of Surgery, Yonsei University College of Medicine, Seoul, Korea, Republic of",1,21
720,"University of Health Sciences, Istanbul, Turkey",1,21
721,"Bethesda Hospital, Yangsan, Korea, Republic of",1,21
722,"Lakeridge Health, Oshawa, Ontario, Canada | St. Michael's Hospital, Toronto, Ontario, Canada",1,21
723,"Leiden University Medical Center (LUMC), Leiden, Zuid Holland, Netherlands",1,21
724,"Niigata University Medical & Dental Hospital, Niigata, Japan",1,21
725,"Imperial College Healthcare NHS Trust, London, United Kingdom",1,21
726,"ATP Clinical Research, Costa Mesa, California, United States | Syrentis Clinical Research, Santa Ana, California, United States | Valden Medical, Honolulu, Hawaii, United States",1,21
727,"Department of Gastroenterology and Hepatology, Royal Perth Hospital, Perth, Western Australia, Australia",1,21
728,"University of Florida, Gainesville, Florida, United States",1,22
729,"University of New Mexico School of Medicine, Albuquerque, New Mexico, United States | Medical University of South Carolina, Charleston, South Carolina, United States",1,22
730,"Hospital Universitari Vall d'Hebron, Barcelona, Spain",1,23
731,"MedStar Washington Hospital Center, Washington, District of Columbia, United States | Emory University Hospital, Atlanta, Georgia, United States | Northwestern University Centers for Heart Failure Therapy, Chicago, Illinois, United States | Stony Brook Heart Institute, Stony Brook, New York, United States | Hospital of the University of Pennsylvania, Heart Failure and Transplant Program, Philadelphia, Pennsylvania, United States",1,23
732,"Federal Research Clinical Center FMBA of Russia, Moscow, Russian Federation",1,20
733,"Department of Orthopaedics & Traumatology, Hong Kong, Hong Kong",1,20
