,Brief Title,count,enrolled
1098,Use of Mesenchymal Stem Cells in Inflammatory Bowel Disease,1,20
1099,RCT Mesenchymal Stem Cells Versus Hyaluronic Acid in OA Knee):,1,20
1100,3D Tissue Engineered Bone Equivalent for Treatment of Traumatic Bone Defects,1,20
1101,Intermediate Size Expanded Access for the Use of ExoFlo in the Treatment of Abdominal Solid Organ Transplant Patients Who Are at Risk of Worsening Allograft Function With Conventional Immunosuppressive Therapy Alone,1,20
1102,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Parkinson's Disease,1,20
1103,Autologous Fat Grafting in the Treatment of Critical Limb Ischaemia,1,20
1104,Clinical Trial to Assess the Efficacy of MSC in Patients With ARDS Due to COVID-19,1,20
1105,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Skin Ulcer,1,20
1106,Study of Ossium Mesenchymal Stem Cells for the Treatment of Pouch Fistulas in the Setting of Crohn's Disease,1,20
1107,Is Fetal Hemoglobin a Key for Improvement of Hypoxia and Saving Last Breath in COVID-19 Patient?. A Pilot Study.,1,20
1108,Clinical Study on Autologous Stromal Vascular Fraction(SVF) Treatment for Refractory Benign Airway Stenosis and Respiratory Tract Fistula,1,20
1109,Clinical Trial to Evaluate if the Laparoscopic Administration of Cells Derived From the Fatty Tissue Can Improve the Inflammatory Stenosis in Patient With Crohn's Disease,1,20
1110,MSC-based Therapy in COVID-19-associated Acute Respiratory Distress Syndrome,1,20
1111,Adipose Mesenchymal Cells for Abatement of SARS-CoV-2 Respiratory Compromise in COVID-19 Disease,1,20
1112,Human Umbilical Cord-Mesenchymal Stem Cells for Hepatic Cirrhosis,1,20
1113,Mesenchymal Stromal Cells for Degenerative Meniscus Injury,1,20
1114,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell IV Infusion for Systemic Sclerosis,1,20
1115,Human Umbilical-Cord-Derived Mesenchymal Stem Cell Therapy in Acute Lung Injury,1,20
1116,Feasibility Study of Human Umbilical Cord Tissue-Derived Mesenchymal Stem Cells in Patients With Multiple Sclerosis,1,20
1117,Mesenchymal Stem Cell Therapy for Liver Cirrhosis,1,20
1118,Mesenchymal Stem Cell-derived Pleiotropic Factor in the Treatment of Donor Sites,1,20
1119,Treatment of Refractory Sever Systemic Scleroderma by Injection of Allogeneic Mesenchymal Stem Cells,1,20
1120,"ATCell™ Expanded Autologous, Adipose-Derived Mesenchymal Stem Cells Deployed Via Intravenous Infusion",1,20
1121,Autogenous Mesenchymal Stem Cell Culture-Derived Signalling Molecules as Enhancers of Bone Formation in Bone Grafting,1,20
1122,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Eye Diseases,1,20
1123,Mesenchymal Stem Cells in Patients Diagnosed With COVID-19,1,20
1124,Intrathecal Administration of Autologous Mesenchymal Stem Cell-derived Neural Progenitors (MSC-NP) in Patients With Multiple Sclerosis,1,20
1125,A New Method to Treat Hereditary Cerebellar Ataxia - Umbilical Cord Mesenchymal Stem Cells Transplantation,1,20
1126,UCMSC Transplantation in the Treatment of Cartilage Damage,1,20
1127,Safety and Efficacy of Repeated Administration of NurOwn (MSC-NTF Cells) in Participants With Progressive MS,1,20
1128,Mesenchymal Stem Cell Treatment for Pneumonia Patients Infected With COVID-19,1,20
1129,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Diabetes,1,20
1130,Effect of Buccal Fat Pad Derived Stem Cells in Maxillary Sinus Augmentation,1,20
1131,Stem Cell Therapy for Patients With Vascular Occlusive Diseases Such as Diabetic Foot,1,20
1132,Use of Wharton Jelly in Diabetic Nephropathy,1,20
1133,Mesenchymal Stem Cells Transplantation in Newly Diagnosed Type-1 Diabetes Patients,1,20
1134,Umbilical Cord Mesenchymal Stem Cells in Primary Sclerosing Cholangitis,1,20
1135,Mesenchymal Stem Cell Transplantation in the Treatment of Chronic Allograft Nephropathy,1,20
1136,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,1,20
1137,Allogeneic Mesenchymal Stem Cell for Graft-Versus-Host Disease Treatment,1,20
1138,Efficacy and Safety of Mesenchymal Stem Cell Clusters in Patients With Critical Limb Ischemia,1,20
1139,Safety and Feasibility Study of Intranasal Mesenchymal Trophic Factor (MTF) for Treatment of Asthma,1,20
1140,A Clinical Study to Evaluate the Safety and Efficacy of Mesenchymal Stem Cells in Liver Cirrhosis,1,20
1141,Mesenchymal Stem Cells (MSCs) for Treatment of Acute Respiratory Distress Syndrome (ARD) in Patients With Malignancies,1,20
1142,Bone Regeneration With Mesenchymal Stem Cells,1,20
1143,Treatment of Patients With Newly Onset of Type 1 Diabetes With Mesenchymal Stem Cells,1,20
1144,Adipose-derived Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome,1,20
1145,Safety Study of Stemchymal® in Acute Liver Failure,1,20
1146,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for CKD,1,20
1147,Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Ischemic Stroke,1,20
1148,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Ovarian Failure,1,20
1149,Safety and Efficacy of Allogeneic Mesenchymal Stem Cells in Patients With Rapidly Progressive Interstitial Lung Disease,1,20
1150,Angiographic Delivery of AD-MSC for Ulcerative Colitis,1,20
1151,Study of Human Umbilical Cord Mesenchymal Stem Cell in Patients With Cirrhosis Due to Hepatitis B (Compensation Stage),1,20
1152,Unrelated Umbilical Cord Blood Transplantation With Coinfusion of Mesenchymal Stem Cells,1,20
1153,Efficacy of Intravenous Infusions of Stem Cells in the Treatment of COVID-19 Patients,1,20
1154,Effectivity of Mesenchymal Stem Cell on Vertebral Bone Defect Due to Mycobaterium Tuberculosis Infection,1,20
1155,Allogeneic Mesenchymal Stem Cells Transplantation for Systemic Sclerosis (SSc),1,20
1156,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for TBI,1,20
1157,Safety and Effectiveness of Placental Derived Exosomes and Umbilical Cord Mesenchymal Stem Cells in Moderate to Severe Acute Respiratory Distress Syndrome (ARDS) Associated With the Novel Corona Virus Infection (COVID-19),1,20
1158,Treatment of Recurrent Pregnancy Loss Using Mesenchymal Stem Cells,1,20
1159,Isolation and Authentication of Mesenchymal Stem Cell-like Progenitor Cells From the Degenerated Intervertebral Disc of Lumbar Spine,1,20
1160,UC-MSCs Gel Treatment Difficult Healing of Skin Ulcers,1,20
1161,Human Umbilical Cord Mesenchymal Stem Cells Transplantation for Patients With Decompensated Liver Cirrhosis,1,20
1162,Adipose Derived Stem Cells Transplantation for Chronic Obstructive Pulmonary Disease,1,20
1163,Treatment of Refractory Patellar Tendinopathy With Mesenquimal Trunk Cells. Comparative Study With PRP.,1,20
1164,hUC Mesenchymal Stem Cells (19#iSCLife®-LC) in the Treatment of Decompensated Hepatitis b Cirrhosishepatitis b Cirrhosis,1,20
1165,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for SCI,1,20
1166,Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Chronic Kidney Disease,1,20
1167,Ex Vivo Cultured Bone Marrow Derived Allogenic MSCs in AMI,1,20
1168,Safety and Effect of Adipose Tissue Derived Mesenchymal Stem Cells Implantation in Patients With Critical Limb Ischemia,1,20
1169,Human Umbilical Cord Mesenchymal Stem Cells For the Treatment of Lumbar Disc Degeneration Disease,1,20
1170,Allogenic Bone Marrow Derived Mesenchymal Stem Cell Therapy in Cases of Hemophilia,1,20
1171,Mesenchymal Stem Cells Transplantation to Patients With Parkinson's Disease,1,20
1172,Mesenchymal Stem Cells Transplantation for Refractory Systemic Lupus Erythematosus (SLE),1,20
1173,Treatment Protocol of Child SAA With the Injection of Mesenchymal Stem Cells（Umbilical Cord Derived）,1,20
1174,Stem Cells and Stromal Vascular Fraction for Temporomandibular Joint Disease,1,20
1175,Treatment of Patients With Bone Tissue Defects Using Mesenchymal Stem Cells Enriched by Extracellular Vesicles,1,20
1176,Human Mesenchymal Stem Cells For Infants At High Risk For Bronchopulmonary Dysplasia,1,20
1177,Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe COVID-19 Patients,1,20
1178,A Novel Therapeutic Treatment of Pyoderma Gangrenosum,1,20
1179,Efficacy and Safety Study of Allogenic Mesenchymal Stem Cells for Patients With Refractory Primary Biliary Cirrhosis,1,20
1180,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Heart Disease,1,20
1181,Bone Marrow-Derived Mesenchymal Stem Cell Treatment for Severe Patients With Coronavirus Disease 2019 (COVID-19),1,20
1182,Descartes-25 in Relapsed/Refractory Multiple Myeloma,1,20
1183,Human Umbilical Cord Mesenchymal Stem Cell in Cerebral Hemorrhage Sequela,1,20
1184,Intramuscular Transplantation of Muscle Derived Stem Cell and Adipose Derived Mesenchymal Stem Cells in Patients With Facioscapulohumeral Dystrophy (FSHD),1,21
1185,Mesenchymal Stem Cells in Osteonecrosis of the Femoral Head,1,23
1186,"Allogeneic ABCB5-positive Stem Cells for Treatment of DFU ""Malum Perforans""",1,23
1187,Open-label Multicenter Study to Evaluate the Efficacy of PLX-PAD for the Treatment of COVID-19,1,23
1188,MSC and Kidney Transplant Tolerance (Phase A),1,22
1189,Phase 1 Study of ULSC in Patients With Polymyositis (PM) and Dermatomyositis (DM),1,22
1190,Evaluation of Autologous Mesenchymal Stem Cell Transplantation (Effects and Side Effects) in Multiple Sclerosis,1,22
1191,Efficacy and Safety of Pneumostem® for IVH in Premature Infants (Phase 2a),1,22
1192,MSC and BMMNC in Type 2 Diabetes Mellitus,1,22
1193,A Clinical Trial to Evaluate the Safety and Efficacy of ALLO-ASC-DFU for Second Deep Degree Burn Injury Subjects,1,22
1194,Clinical Trial of Allogenic Adipose Tissue-Derived Mesenchymal Progenitor Cells Therapy for Knee Osteoarthritis,1,22
1195,A Study of Cell Therapy in COVID-19 Subjects With Acute Kidney Injury Who Are Receiving Renal Replacement Therapy,1,22
1196,A Study to Evaluate the Safety and Efficacy of AstroStem in Treatment of Alzheimer's Disease,1,21
1197,Stem Cells in Rapidly Evolving Active Multiple Sclerosis,1,21
1198,Advanced Mesenchymal Enhanced Cell THerapY for SepTic Patients,1,21
1199,Investigator Initiated Trial to Evaluate Cartilage Regeneration by Arthroscopy After JOINTSTEM Administration,1,21
1200,Dose-escalating Therapeutic Study of Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Fistulas in Patients With Refractory Perianal Crohn's Disease,1,21
1201,An Australian Study of Mesenchymal Stromal Cells for Crohn's Disease,1,21
1202,Mesenchymal Stem Cells Therapy in Patients With COVID-19 Pneumonia,1,21
1203,Treatment of Osteonecrosis of the Femoral Head by Bone Marrow Transplantation,1,21
1204,Transplantation of HUC-MSCs With Injectable Collagen Scaffold for POF,1,23
1205,A Study to Assess the Effect of Intravenous Dose of (aMBMC) to Subjects With Non-ischemic Heart Failure,1,23
1206,Autologous Culture Expanded Adipose Derived MSCs for Treatment of Painful Hip OA,1,24
1207,Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,1,24
1208,A Study of Cell Therapy for Subjects With Acute Kidney Injury Who Are Receiving Continuous Renal Replacement Therapy,1,24
1209,Safety and Efficacy of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease(CD),1,24
1210,The MEseNchymal coviD-19 Trial: MSCs in Adults With Respiratory Failure Due to COVID-19 or Another Underlying Cause,1,24
1211,Stem Cells From Human Exfoliated Teeth in Treatment of Diabetic Patients With Significantly Reduced Islet Function,1,24
1212,Use of UC-MSCs for COVID-19 Patients,1,24
1213,Effects of Repeated Mesenchymal Stem Cells (MSC) in Patients With Progressive Multiple Sclerosis,1,24
1214,Randomized Double-Blind Phase 2 Efficacy and Safety of Autologous HB-MSCs vs Placebo for Treatment of Multiple Sclerosis,1,24
1215,Clinical Trial to Evaluate Efficacy and Safety of JOINTSTEM in Patients With Degenerative Arthritis,1,24
1216,Mesenchymal Stem Cells Enhanced With PRP Versus PRP In OA Knee,1,24
1217,A Tolerance Clinical Study on Aerosol Inhalation of Mesenchymal Stem Cells Exosomes In Healthy Volunteers,1,24
1218,Human Umbilical Cord Mesenchymal Stem Cells for Treating HBV Clinical Study,1,24
1219,Dose-escalation of Cellistem-OA in Patients With Knee Osteoarthritis,1,24
1220,Treatment of Severe COVID-19 Pneumonia With Allogeneic Mesenchymal Stromal Cells (COVID_MSV),1,24
1221,Wharton´s Jelly Derived Mesenchymal Stromal Cell Treatment of Adult Patients Diagnosed With Type I Diabetes,1,24
1222,Long-term Safety and Efficacy of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease(CD),1,24
1223,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Ulcerative Colitis (UC),1,24
1224,Stem Cell Therapy for Type 2 Diabetes Mellitus,1,24
1225,Human Amniotic Membrane and Mesenchymal Stem Cells Composite,1,24
1226,An Follow-Up Study of Liver Cirrhosis,1,21
1227,"Treatment of Fecal Incontinence Using Allogenic-Adipose-derived Mesenchymal Stem Cells: A Prospective, Dose Escalation, Randomized, Placebo-controlled, Parallel-group, Single-blind, Single-center Pilot Study",1,21
1228,The Efficacy and Safety of Collagen Scaffold Loaded With Umbilical Cord Derived Mesenchymal Stem Cells in Infertile Women With Thin Endometrium or Endometrial Scarring,1,20
1229,Repeated Mesenchymal Stem Cell Injections in ALS,1,20
1230,Allogenic Stem Cell Therapy in Patients With Acute Burn,1,20
1231,Mesenchymal Stem Cells in Critical Limb Ischemia,1,20
1232,Allogeneic Bone Marrow-Derived Mesenchymal Stem Cell Therapy for Idiopathic Parkinson's Disease,1,20
1233,"Non-randomized, Open-labeled, Interventional, Single Group, Proof of Concept Study With Multi-modality Approach in Cases of Brain Death Due to Traumatic Brain Injury Having Diffuse Axonal Injury",1,20
1234,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis,1,20
1235,Intraosseous Administration of Mesenchymal Stromal Cells for Patients With Graft Failure After Allo-HSCT,1,20
1236,Bone Marrow-Derived Autologous Stem Cells for the Treatment of Duchenne Muscular Dystrophy,1,20
1237,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Osteoporosis,1,20
1238,Allogeneic Mesenchymal Stem Cells Transplantation for Primary Sjögren's Syndrome (pSS),1,20
1239,Buccal Fat Pad Derived Stem Cells With Cortical Tenting in Posterior Mandible Reconstruction,1,20
1240,Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Trigeminal Neuralgia and Peripheral Neuropathy,1,20
1241,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for RA,1,20
1242,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Hereditary Ataxia,1,20
1243,Safety and Efficacy of Repeated Infusion of CELYVIR in Children and Adults With Metastatic and Refractory Tumors.,1,20
1244,Effect of Microvesicles and Exosomes Therapy on β-cell Mass in Type I Diabetes Mellitus (T1DM),1,20
1245,Mesenchymal Stem Cells Transplantation to Patients With Spinal Cord Injury,1,20
1246,MSC Therapy in Liver Transplantation,1,20
1247,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for OA,1,20
1248,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Progressive Multiple Sclerosis and Neuromyelitis Optica,1,20
1249,Treatment of Spinal Cord Injuries With (AutoBM-MSCs)vs (WJ-MSCs).,1,20
1250,Dental Implant Placement in Adjunction With Autologous Alveolar Bone-Marrow Derived Mesenchymal Stem Cells (aBM-MSCs),1,20
1251,Mitochondrial Capacity in Pregnant Women,1,20
1252,The Evaluation of the Effect of Mesenchymal Stem Cells on the Immune System of Patients With ALS,1,20
1253,Clinical Trial to Evaluate Safety and Efficacy of Cell Therapy in Patients With Cicatricial Conjuntivitis.,1,20
1254,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Aging Frailty,1,20
1255,Umbilical Cord-derived Mesenchymal Stem Cell Infusion in the Management of Adult Liver Cirrhosis,1,20
1256,Safety and Efficacy of Autologous Mesenchymal Stem Cells in Chronic Spinal Cord Injury,1,20
1257,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IPF,1,20
1258,Synovium Brushing to Augmented Microfracture for Improved Cartilage Repair,1,20
1259,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Testicular Injury and Oligospermia,1,20
1260,Mesenchymal Stromal Cells as Treatment for Digital Ulcers in Systemic Sclerosis,1,20
1261,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intrathecal Injection for ALS,1,20
1262,Allogeneic Umbilical Cord Mesenchymal Stem Cell Therapy for Autism,1,20
1263,Mesenchymal Stem Cell Infusion for COVID-19 Infection,1,20
1264,Regenerative Potential of Cultured Gingival Fibroblast- Mesenchymal Stem Cells in Treatment of Periodontitis,1,20
1265,A Study of ADR-001 in Patients With Severe Pneumonia Caused by SARS-CoV-2 Infection (COVID-19),1,20
1266,Stem Cell Fistula Plug in Perianal Crohn's Disease,1,20
1267,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Pulmonary Diseases,1,20
1268,Use of Stem Cells in Diabetes Mellitus Type 1,1,20
1269,"Safety of Cultured Allogeneic Adult Umbilical Cord Stem Cells for Peyronie's Disease, ED, and Interstitial Cystitis",1,20
1270,Allogeneic ADSCs and Platelet-Poor Plasma Fibrin Hydrogel to Treat the Patients With Burn Wounds (ADSCs-BWs),1,20
1271,Umbilical Cord Tissue-derived Mesenchymal Stem Cells for Rheumatoid Arthritis,1,20
1272,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Parkinson's Disease,1,20
1273,Adipose Tissue Derived Stromal Vascular Fraction (SVF) Application in Treatment of Long Bones Nonunion,1,11
1274,Efficacy of Cx601 (Darvadstrocel) for the Treatment of Perianal Fistulizing Crohn's Disease,1,14
1275,Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Ischemic Stroke,1,14
1276,Intravitreal Injection of MSCs in Retinitis Pigmentosa,1,14
1277,Autologous Bone Marrow Stem Cell Transplantation in Patients With Spinal Cord Injury,1,14
1278,The Comparison of Efficacy and Safety of the Mesenchymal Stem Cells From Adipose and Hyaluronic Acid,1,14
1279,Infusion of Umbilical Cord Versus Bone Marrow Derived Mesenchymal Stem Cells to Evaluate Cytokine Suppression.,1,14
1280,Follow-up Study for Participants of Jointstem Investigator Initiated Trial by Arthroscopy,1,14
1281,hCT-MSCs for COVID19 ARDS,1,14
1282,The Long-Term Safety and Efficacy Follow-Up Study of Subjects Who Completed the Phase I Clinical Trial of Neurostem®-AD,1,14
1283,Mesenchymal Stem Cell Administration in the Treatment of Coronary Graft Disease in Heart Transplant Patients,1,14
1284,Safety and Tolerability Study of Allogeneic Mesenchymal Stem Cell Infusion in Adults With Cystic Fibrosis,1,14
1285,"Autologous Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in Patients With Amyotrophic Lateral Sclerosis (ALS)",1,14
1286,Safety and Efficacy Study of Autologus Bone Marrow Mesenchymal Stem Cells in Multiple Sclerosis,1,13
1287,Reconstruction of Jaw Bone Using Mesenchymal Stem Cells,1,13
1288,Mesenchymal Stem Cell Therapy for the Treatment of Severe or Refractory Inflammatory and/or Autoimmune Disorders,1,13
1289,Intracavernous Injection of Autologous Mesenchymal Stem Cells in the Treatment of Erectile Dysfunction Resistant to Oral Treatment in Patients With Type I Diabetes,1,13
1290,Mesenchymal Stem Cells in Knee Cartilage Injuries,1,13
1291,Safety and Efficacy of ADSTEM Inj. in Patients With Moderately Subacute and Chronic Atopic Dermatitis,1,13
1292,"Evaluation of Safety and Exploratory Efficacy of CARTISTEM®, a Cell Therapy Product for Articular Cartilage Defects",1,12
1293,Salivary Gland Autotransplantation for Treatment of XRT Induced Xerostomia,1,12
1294,Safety and Effectiveness of BM-MSC vs AT-MSC in the Treatment of SCI Patients.,1,14
1295,Safety of Cultured Autologous Adult Adipose Derived Mesenchymal Stem Cell Intrathecal Injection for SCI,1,15
1296,Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC),1,20
1297,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Autism,1,15
1298,Mesenchymal Stem Cell for Osteonecrosis of the Femoral Head,1,15
1299,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Stroke,1,15
1300,Evaluate Umbilical Cord-derived Allogeneic Mesenchymal Stem Cells for the Treatment of Bradykinesia,1,15
1301,Clinical Trials of Autologous Cultured Adipose-derived Stem Cells (ANTG-ASC) on Complex Fistula,1,15
1302,Clinical Trial In The Treatment Of Allogeneic Post-Transplant Cytopenias With Sequential Infusion Of Allogeneic Mesenchymal Cells Expanded In Vitro,1,15
1303,Wharton´s Jelly Derived Mesenchymal Stromal Cell Repeated Treatment of Adult Patients Diagnosed With Type I Diabetes,1,15
1304,BM-MNC and UCMSC for Type 2 Diabetes Mellitus Patients,1,15
1305,Mesenchymal Stem Cells in the Treatment of Subjects With Advance Chronic Obstructive Pulmonary Disease (COPD),1,15
1306,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for Lupus,1,15
1307,Mesenchymal Stem Cell Therapy for Type 1 Diabetes Mellitus Patients,1,15
1308,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Avascular Necrosis of the Femoral Head,1,15
1309,Treatment of Refractory Acute Graft-Versus-Host Disease by Sequential Infusion of Allogenic Mesenchymal Stem Cell.,1,15
1310,Autologous Adipose Tissue Derived Mesenchymal Stem Cells Transplantation in Patient With Buerger's Disease,1,15
1311,Mesenchymal Stem Cells for Multiple Sclerosis,1,15
1312,Autologous Mesenchymal Stem Cells for the Treatment of Neuromyelitis Optica Spectrum Disorders,1,15
1313,LYell SYndrome MEsenchymal Stromal Cells Treatment,1,15
1314,Phase I/II Trial of Endometrial Regenerative Cells (ERC) in Patients With Critical Limb Ischemia,1,15
1315,Mesenchymal Stem Cells and Subclinical Rejection,1,15
1316,AMSC for Reducing Anastomotic Stenosis in Primary Arteriovenous Anastomoses,1,15
1317,Safety of Intramuscular Injections (IM) of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia (CLI),1,12
1318,Determine the Safety and Dose of EN001 in Patients With Charcot-Marie-Tooth Disease (CMT) Type 1A,1,12
1319,Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for GVHD,1,12
1320,Evaluation of Soft Tissue Profile Changes Following Autogenous Fat or Onlay Polyetheretherketone (PEEK) Augmentation Versus Sliding Genioplasty for Correction of Deficient Chin,1,12
1321,Open Label Phase I hCT-MSC in Toddlers With Autism Spectrum Disorder,1,12
1322,Clinical Trial to Assess the Safety and Efficacy of AloCELYVIR With Newly Diagnosed Diffuse Intrinsic Pontine Glioma (DIPG) in Combination With Radiotherapy or Medulloblastoma in Monotherapy,1,12
1323,Determine the Safety and Dose of EN001 in Patients With Duchenne Muscular Dystrophy(DMD),1,12
1324,Safety and Efficacy of PNEUMOSTEM® in Premature Infants at High Risk for Bronchopulmonary Dysplasia (BPD) - a US Study,1,12
1325,Adipose-derived MSC to Treat Rejection in Kidney Transplant Recipients,1,12
1326,Treatment of Tendon Injury Using Mesenchymal Stem Cells,1,12
1327,The Outcomes of Intracavernosal Umbilical Cord Mesenchymal Stem Cells Implantation in Patients With Diabetic Erectile Dysfunction,1,12
1328,Mesenchymal Cell Therapy in Osteogenesis Imperfecta (OI),1,12
1329,Umbilical Cord Mesenchymal Stem Cell for Liver Cirrhosis Patient Caused by Hepatitis B,1,12
1330,Role of Stem Cell Therapy in Interstitial Pulmonary Fibrosis,1,12
1331,The Effectiveness and Safety for Mesenchymal Stem Cell for Alcoholic Liver Cirrhosis,1,12
1332,Pericardial Matrix With Mesenchymal Stem Cells for the Treatment of Patients With Infarcted Myocardial Tissue,1,12
1333,Autologous Stem Cells for the Treatment of No Option Critical Limb Ischemia,1,12
1334,Human Mesenchymal Stem Cells For Bronchopulmonary Dysplasia,1,12
1335,Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stem Cells,1,12
1336,Effectiveness and Safety of Method of Maxilla Alveolar Process Reconstruction Using Synthetic Tricalcium Phosphate and Autologous MMSCs,1,12
1337,"Trial Evaluating the Efficacy of Systemic Mesenchymal Stromal Cell (MSC) Injections for the Treatment of Severe and Chronic Radiotherapy-induced Abdomino-pelvic Complications (Pelvic Radiation Disease, PRD) Refractory to Standard Therapy",1,12
1338,Human Autologous MSCs for the Treatment of Mid to Late Stage Knee OA,1,12
1339,Safety and Efficacy of Prochymal® for the Salvage of Treatment-Refractory Acute GVHD Patients,1,11
1340,Follow-up Safety and Efficacy Evaluation on Subjects Who Completed Phase I Clinical Trial,1,12
1341,"Autologous Cultured Mesenchymal Bone Marrow Stromal Cells Secreting Neurotrophic Factors (MSC-NTF), in ALS Patients.",1,12
1342,The Safety and Efficiency Study of Mesenchymal Stem Cell (19#iSCLife®-POI) in Premature Ovarian Insufficiency,1,12
1343,hCT-MSCs for Children With Autism Spectrum Disorder (ASD),1,12
1344,Evaluate Safety and Explore Efficacy of SMUP-IA-01 in Patients With Knee Osteoarthritis,1,12
1345,Safety Study of Stem Cells Treatment in Diabetic Foot Ulcers,1,12
1346,Clinical Research on Treatment of Psoriasis by Human Umbilical Cord-derived Mesenchymal Stem Cells,1,12
1347,EVALUATION OF AN INNOVATIVE TREATMENT FOR RADIOCARPAL OSTEOARTHRITIS USING INTRA-ARTICULAR INJECTION OF A MIXTURE OF AUTOLOGOUS MICROFAT AND AUTOLOGOUS PLATELET-RICH PLASMA,1,12
1348,Collagen Membrane Combined With HUC-MSCs Transplantation in Patients With Nasal Septum Perforation,1,12
1349,Autologous Adipose-Derived Adult Stem Cell Transplantation for Corneal Diseases,1,12
1350,Genetically Modified Mesenchymal Stem Cell Theraopeutic Against Head and Neck Cancer,1,12
1351,The Safety and The Efficacy Evaluation of ET-STEM in Patients With Frontotemporal Dementia,1,12
1352,Treatment of Knee Osteoarthritis With Autologous Mesenchymal Stromal Cell Product (RegStem),1,12
1353,Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia,1,12
1354,A Clinical Trial to Assess the Effect of HC-SVT-1001 and HC-SVT-1002 in the Surgical Treatment of Atrophic Pseudarthrosis of Long Bones (Bonecure),1,12
1355,MSC in Patients With Xerostomia Post XRT in Head and Neck Cancer,1,12
1356,hCT-MSC Infusion in Adults With Autism Spectrum Disorder,1,12
1357,Mesenchymal Stem Cells (MSCs) for Steroid Refractory Acute GVHD (SR-aGVHD),1,12
1358,Safety Study of Endobronchial Transplantation of Autologous Mesenchymal Stem Cells (MSCs) in Emphysema Patients,1,12
1359,A Study of XSTEM-VLU in Patients With Difficult-to-heal Venous Leg Ulcers,1,12
1360,Mechanisms of Interferon Gamma-primed Mesenchymal Stromal Cells (MSCs) for Moderate-to-severe Persistent Asthma,1,12
1361,Transplantation of hAMSCs for Woman With DOR,1,12
1362,Autologous Adipose-Derived Adult Stem Cell Implantation for Corneal Diseases (ADASCs-CT-CD),1,15
1363,Umbilical Cord Mesenchymal Stem Cells Therapy for Diabetic Nephropathy,1,15
