,Official Title,count,enrolled
183,Bone Marrow-Derived Mesenchymal Stromal Cell Therapy Associated With Unidirectional Endobronchial Valve in Patients With Severe Pulmonary Emphysema: A Randomized Clinical Trial,1,34
184,Autologous Oral Mucosa With Amniotic Membrane Transplantation for Limbal Stem Cell Deficiency: Clinical and Immunohistochemical Study,1,27
185,Efficacy of Autologous Mesenchymal Stem Cell Transplantation Via Liver Artery in Liver Cirrhosis Patients With Refractory Ascites,1,30
186,Therapeutic Effects of Allogenic Mesenchymal Stem Cells in Cirrhotic Patients With Acute-on-chronic Liver Failure. A Double-blind Randomized Placebo-controlled Trial,1,30
187,The Safety and Efficacy Evaluation of Gingiva Mesenchymal Stem Cells Transplantation in Chronic Periodontitis Patients,1,30
188,Clinical Study of Umbilical Cord Mesenchymal Stem Cell Transplantation for Lupus Nephritis,1,30
189,"A Randomized, Controlled, Dose-Escalation Pilot Study to Assess the Safety and Efficacy of a Single Intravenous Infusion of Allogeneic Mesenchymal Precursor Cells (MPCs) in Subjects With Diabetic Nephropathy and Type 2 Diabetes",1,30
190,"A Phase I/II, Open-Label Study to Assess the Safety, Tolerability, and Preliminary Efficacy of a Single Intravenous Dose of Allogeneic Mesenchymal Bone Marrow Cells to Subjects for Cutaneous Photoaging",1,29
191,"A Randomized, Single-blind, Phase II Clinical Trial to Compare ReJoinTM (Autologous Adipose-derived Mesenchymal Progenitor Cells)to Sodium Hyaluronate Injection for the Patients With Knee Osteoarthritis Cartilage Defects",1,28
192,Mesenchymal Stem Cells Induce Regulatory T Cells in Patients With Aortic Aneurysm,1,28
193,Phase I Study of Mesenchymal Stromal Cells-Derived Exosomes With KrasG12D siRNA for Metastatic Pancreas Cancer Patients Harboring KrasG12D Mutation,1,28
194,Clinical Trial of the Safety and Efficacy of Allogenic Umbilical Cord Blood-derived Mesenchymal Stem Cell Product With Microfracture for Osteochondral Lesion of Talus Patients,1,28
195,"A Phase I/II, Prospective, Randomized, Double-Blind, PlAcebo-ControLled Trial to EvAluate the Potential Efficacy of Allogeneic HUman Mesenchymal Stem Cell InfusioN Versus Placebo in Subjects With Alcohol Use Disorder and Major DepreSsion.",1,28
196,Safety Study of Human Embryonic Stem Cell Derived Mesenchymal Stem Cell (MSC)-Like Cells Transplantation in Women With Primary Ovarian Insufficiency (POI),1,28
197,"A Phase 2, Double-Blind, Randomized, Controlled Study to Evaluate the Efficacy and Safety of JointStem, Autologous Adipose Tissue Derived Mesenchymal Stem Cells, in Treatment of Osteoarthritis",1,28
198,Identification of Molecular Differences of Adipose-derived Mesenchymal Stem Cells Between Non- Responders and Responders in Treatment of Transsphincteric Perianal Fistulas Using Autologous Fat Graft Injection,1,27
199,Treatment of Gingival Recession Using Autologous Adipose-derived Mesenchymal Stem Cells,1,27
200,A Double-blind Placebo-controlled Randomized Clinical Trial of Autologous Mesenchymal Stem Cells in Patients With Multiple System Atrophy,1,27
201,Effects of Intracoronary Infusion of Bone Marrow-derived Progenitor Cells on Myocardial Regeneration in Patients With Non-ischemic Dilated Cardiomyopathy.,1,27
202,Effect of Umbilical Mesenchymal Stem Cells Derived Exosomes on Dry Eye in Patients With Chronic Graft Versus Host Diseases,1,27
203,A Dose-escalation Safety Trial for Intrathecal Autologous Mesenchymal Stem Cell Therapy in Amyotrophic Lateral Sclerosis,1,27
204,Safety and Efficacy of NeuroRegen Scaffold™ With Bone Marrow Mononuclear Cells or Mesenchymal Stem Cells for Chronic Spinal Cord Injury Repair,1,30
205,Follow-Up Study of Safety and Efficacy of Mesenchymal Stem Cells in Preterm Infants With Moderate or Severe Bronchopulmonary Dysplasia,1,30
206,"Multicenter Clinical Trial Phase I / II Randomized, Placebo-controlled Study to Evaluate Safety and Feasibility of Therapy With Two Different Doses of Autologous Mesenchymal Stem Cells in Patients With Secondary Progressive Multiple Sclerosis Who do Not Respond to Treatment",1,30
207,Intrathecal Autologous Mesenchymal Stem Cell Therapy in Multiple System Atrophy (MSA) - Effect of Dose and Natural History,1,30
208,Adjunctive Allogeneic Mesenchymal Stem Cells for Treatment-resistant Bipolar Depression,1,30
209,"A Multicenter, Randomized, Double-blind, Placebo-controlled Clinical Study of Umbilical Cord Mesenchymal Stem Cells Infusion for Aging Frailty",1,30
210,An Explorative Study for Halting Inflammation in Patients With Emphysema by Administration of Allogeneic Bone Marrow Derived Mesenchymal Stromal Cells.,1,30
211,Allogeneic Mesenchymal Human Stem Cell Infusion Therapy for Endothelial DySfunctiOn in Diabetic Subjects With Symptomatic Ischemic Heart Disease.,1,30
212,A Phase ½ Study to Evaluate the Safety and Feasibility of Autologous Tolerogenic Dendritic Cells in Patients With Type 1 Diabetes Mellitus,1,30
213,Outcomes of Expanded Autologous Bone Marrow-derived Mesenchymal Stem Cells Therapy in Type 2 Diabetes,1,30
214,The Safety and Efficacy Assessment of Injectable Collagen Scaffold™ Combined With Mesenchymal Stem Cells Transplantation in Patients With Brain Injury,1,30
215,Autologous Bone Marrow Mesenchymal Stem Cell Transplantation for Treatment of Chronic Stroke,1,30
216,"A Danish, Single Centre, Double-blind, Randomized Study Evaluating Allogeneic Adipose Tissue Derived Mesenchymal Stromal Cell Therapy to Reduce Primary Graft Dysfunction After Lung Transplantation",1,30
217,"A Randomized, Single Center, Investigator Initiated Clinical Trial to Evaluate Enhancement of Healing Between Bone Tunnel and Graft in Anterior Cruciate Ligament (ACL) Injury Using Human Umbilical Cord Blood Derived Mesenchymal Stem Cell",1,30
218,Safety and Efficacy of Intraspinal Transplantation of Autologous ADRC in ALS Patients,1,30
219,The Effect of Mesenchymal Stromal Cells on the Mortality of Patients With Sepsis and Septic Shock: A Promising Therapy,1,30
220,The Efficacy and Safety of NeuroRegen Scaffold™ Combined With Mesenchymal Stem Cells or Neural Stem Cells for Chronic Spinal Cord Injury Repair,1,30
221,A Study to Assess Safety and Efficacy of Umbilical Cord Derived Mesenchymal Stem Cells (UC-MSCs) in Patients With Psoriasis Vulgaris,1,30
222,"Microneedling Versus Fractional CO₂ Laser Resurfacing for Skin Rejuvenation With Adipose-derived Mesenchymal Stem Cells Secretome: a Single-blind, Randomized Clinical Trial",1,30
223,Treatment of Intractable Common Extensor Tendon Injury Using Allogeneic Adipose-derived Mesenchymal Stem Cells (Allo-ASC): a Phase II Randomized Controlled Trial,1,30
224,"Open-Label, Single-Center, Self Control, Phase Ⅰ/Ⅱ Clinical Trial to Evaluate the Safety and the Efficacy of Umbilical Cord-derived Mesenchymal Stem Cells in Patients With Acute Graft-versus-host Disease",1,30
225,Proliferation and Osteogenic Differentiation of Bone Marrow-derived Mesenchymal Stromal Cells From Osteoarthritic Versus Healthy Donors,1,30
226,A Phase 1/2 Study of ADR-001 in Patients With Liver Cirrhosis,1,27
227,Advanced Therapy for Ocular Surface Reconstruction. Allogenic Limbus Epithelial Stem-cell Transplant vs Bone Marrow Mesenchymal Stem-cell Transplant in Limbus Insufficiency Syndrome. Double-masked Randomized Trial,1,27
228,"Evaluation of Autologous Adipose Derived Mesenchymal Stem Cells (AD-MSCs) Therapy on Sexual Hormone Deficiency in the Middle-aged Patients: an Open-label, Single-group Clinical Trial",1,30
229,Evaluation of Safety and Feasibility of Bone Marrow Derived Autologous MSCs to Enhance Bone Healing in Patients With Avascular Necrosis of the Femoral Head,1,26
230,Treatment of Lumbar Degenerative Disc Disease With Allogenic Mesenchymal Stem Cells (MSV*) *MSV: Bone Marrow Mesenchymal Stromal Cells Expanded Using the Valladolid IBGM Procedure,1,25
231,Treatment of Patients With Inflammatory-dystrophic Diseases of the Cornea Using Autologous Limbal Stem Cells (Corneal Epithelial Stem Cells) or Adipose-derived Mesenchymal Stem Cells,1,25
232,"Study to Assess the Safety and Efficacy of Allogeneic Umbilical Cord-derived Mesenchymal Stem Cells(TH-SC01), for Treatment of Complex Perianal Fistulas in Perianal Crohn's Disease.",1,24
233,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy for the Treatment of Traumatic Brain Injury and Hypoxic-Ischemic Encephalopathy,1,24
234,"""A Randomized, Double-Blind, Single Center, Phase 2, Efficacy and Safety Study of Autologous HB-adMSCs vs Placebo for the Treatment of Patients With Parkinson's Disease""",1,24
235,The Efficacy of Using Allogeneic Adipose-derived Mesenchymal Stem Cells and Human Amniotic Membrane (AAdMSC-HAM) Composite for Supraspinatus Tendon Repair Augmentation,1,24
236,Autologous Implantation of Mesenchymal Stem Cells for the Treatment of Distal Tibial Fractures,1,24
237,Secretome From Mesenchymal Stem/Stromal Cells on Human Osteochondral Explants: Cocktail of Factors Secreted by Adipose-derived Stromal Cells (ASC) for the Treatment of Osteoarthritis and/or for Articular Regeneration,1,24
238,"A Phase I Study to Assess the Feasibility, Safety, and Tolerability of Autologous Mesenchymal Stem Cell Transplantation in Patients With Relapsing Forms of Multiple Sclerosis",1,24
239,Ultrasound-Guided Treatments for Chronic Shoulder Pain in Wheelchair Users With Spinal Cord Injury: A Randomized Controlled Trial,1,24
240,Randomized Double-blind Clinical Study of Intra Articular Injection of Catholic MASTER Cell in Knee Osteoarthritis,1,24
241,"A Phase IB/IIA Study of Remestemcel-L, an Ex-vivo Culture-expanded Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cell Product for the Treatment of Medically Refractory Crohn's Colitis",1,24
242,A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia,1,24
243,A Clinical Research on Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-UT) Therapy for Patients With Thin Endometrial Infertility,1,24
244,"A Double-blind, Randomized, Controlled Dose Escalation Trial of Autologuous Mesenchymal Stromal Cells in Living Donor Kidney Transplant Recipients",1,24
245,"Implantation of Mesenchymal Stem Cell, Conditioned Medium, or Triamcinolone Acetonide for Keloid Regression: Immunohistochemistry, Histopathology and Imaging Study",1,24
246,A Pilot Study on Transplantation Therapy Using Autologous Bone Marrow Mononuclear Cells and Umbilical Cord Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus,1,24
247,Explorative Trial to Investigate the Safety and Clinical Effects of Autologous Mesenchymal Bone Marrow Stem Cells (MSC) Following Their Intrathecal and Intravenous Administration in Severe Cases of Multiple Sclerosis (MS),1,24
248,Safety and Feasibility of Autologous Culture Expanded Adipose Derived Mesenchymal Stromal Cells in the Treatment of Painful Knee Osteoarthritis,1,24
249,"Open, Randomized, Mono-Centre, Two-Parallel Group Clinical Phase I/II Trial on the Evaluation of Tolerability and Efficacy of an Intravenous Infusion of Human Bone Marrow Derived Autologous, CD34-Negative Mesenchymal Stem Cells for the Treatment of Critical Limb Ischemia in Patients With Advanced Peripheral Arterial Occlusive Disease Subsequent to Percutaneous Transluminal Angioplasty",1,25
250,"Use of Autologous Bone Marrow Aspirate Concentrate in Painful Knee Osteoarthritis, A Randomized Placebo Controlled Pilot Study",1,25
251,Pilot Study on the Treatment of Knee Osteoarthritis With Percutaneous Injections of Autologous Bone Marrow Concentrate at the Cartilage-bone Interface.,1,25
252,Cord Blood Ex-Vivo MSC Expansion Plus Fucosylation to Enhance Homing and Engraftment,1,25
253,"A Prospective, Non-randomized, Open Label Study to Assess the Safety and the Efficacy of Autologous Multipotent Mesenchymal Stromal Cells in the Treatment of Amyotrophic Lateral Sclerosis",1,26
254,"Single-center, Randomized, Open Label, Negative-controlled Investigator Initiated Trial to Evaluate the Efficacy and Safety of Intra-articular Injection of ADMSC(Autologous Adipose Tissue Derived Mesenchymal Stem Cells) After High Tibial Osteotomy Compared to Negative Control in the Osteoarthritis Patients.",1,26
255,Human Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Acute Respiratory Distress Syndrome,1,26
256,"Phase 1/2 Clinical Study to Assess the Feasibility, Safety, Tolerability and Preliminary Efficacy of the Administration of HCR040, Allogeneic Adipose-derived Adult Mesenchymal Stem Cells, in Acute Respiratory Distress Syndrome",1,26
257,"Clinical Trial Phase I / II Multicenter, Randomized, Crossover, Double-blind Evaluation of the Safety and Feasibility of Systemic Therapy With Mesenchymal Cells Derived From Autologous Bone Marrow in Patients With Multiple Sclerosis",1,26
258,"Phase I / II Clinical Trial, Multicenter, Randomized and Controlled, to Assess the Safety and Efficacy of Intravenous Administration of Allogeneic Adult Mesenchymal Stem Cells of Expanded Adipose Tissue in Patients With Severe Pneumonia Due to COVID-19",1,26
259,Clinical Study of the Treatment of Infertility Caused by Recurrent Intrauterine Adhesions by Collagen Scaffold Loaded With Umbilical Cord -Derived Mesenchymal Stem Cells (UC-MSCs),1,26
260,Randomized Double Blind Placebo Controlled Study of the Safety & Efficacy of Therapeutic Treatment With AlloRx Stem Cells® in Patients With Pitt Hopkins Syndrome (Phase 1/2 Study),1,26
261,Phase I Study of a Filler Agent Composed of Mesenchymal Stem Cells Obtained From Autologous Adipose Tissue Associated With Hyaluronic Acid,1,25
262,RECLAIM: A Phase I Safety and Feasibility Trial of REcycled CartiLage Auto/Allo IMplantation for the Treatment and Repair of Focal Knee Cartilage Defects,1,25
263,"Autologous Mesenchymal Stem Cell Therapy in Progressive Supranuclear Palsy: a Randomized, Double-blind, Controlled Clinical Trial",1,25
264,The Use of Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Articular Cartilage Defects,1,25
265,Efficacy of Exvivo Expanded Autologous Mesenchymal Stem Cell Transplantation Via Peripheral Vein in Patients With Liver Cirrhosis,1,25
266,A Phase 1b/2a Dose Escalation Study to Assess the Safety and Feasibility of Transendocardial Delivery of 3 Different Doses of Allogeneic Mesenchymal Precursor Cells (MPCs) in Subjects With Recent Acute Myocardial Infarction,1,25
267,Evaluation of Potential Mesenchymal Stem Cells for the Treatment of Graft Versus Host Disease Following an Allogeneic Stem Cell Transplant,1,25
268,"A Randomized, Double Blind, Parallel Group, Placebo Controlled Research of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis",1,25
269,Prospective Multicenter Study for the Evaluation of GvHD Damage on Medullary Mesenchymal Stem Cells - GvHD Damage on MSCs,1,25
270,Subchondral and Intra-articular Application of Bone Marrow Concentrate as a Treatment Strategy for Knee Unicompartmental Osteoarthritis (OA): a Pilot Trial,1,25
271,The Protocol of Evaluation of Safety and Efficiency of Method of Exosome Inhalation in SARS-CoV-2 Associated Two-Sided Pneumonia,1,30
272,Phase 1 Clinical Trial Using Mesenchymal Stem Cell as Individualized Medicine to Evaluate the Safety and Efficacy in Kidney Fibrosis,1,30
273,Core Decompression With Bone Chips Allograft Adjuvanted by Fibrin Platelet Rich-plasma (PRP) and Concentrated Autologous Mesenchymal Stromal Cells (MSCS): Results in Avascular Necrosis of Femoral Head (AVN) After 2 Years Minimum Follow-up,1,52
274,Phase I/IIA Study of Descartes-30 in Acute Respiratory Distress Syndrome,1,30
275,Outcomes of Single Intra-articular Injection of Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,1,30
276,Mesenchymal Stem Cells for Radiation-induced Xerostomia (MESRIX) in Previous HPV-positive Oropharyngeal Head and Neck Cancer Patients - A Safety and Feasibility Study,1,30
277,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic Multipotent Mesenchymal Stem Cells of the Placenta and Umbilical Cord,1,30
