,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
54,55,NCT02619877,Diabetic Foot Ulcer,Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers,ALLO-ASC-DFU|Standard therapy,"Phase 2 Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers: A Randomized, Comparator-controlled, Single-blind, Parallel-group, Multi-center Study",Guro-gu|Nowon-Gu|Seodaemun-Gu|Songpa-Gu,Seoul|Seoul|Seoul|Seoul,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of",October 2015
55,56,NCT02619851,Burn Injury,A Clinical Trial to Evaluate the Safety and Efficacy of ALLO-ASC-DFU for Second Deep Degree Burn Injury Subjects,ALLO-ASC-DFU|Conventional Therapy,"A Phase II Clinical Trial to Evaluate the Safety and Efficacy of ALLO-ASC-DFU for Second Deep Degree Burn Injury Subjects: Controlled, Parallel, Multicenter",Seoul,,"Korea, Republic of",December 2015
56,57,NCT03056742,Critical Limb Ischemia Due to Buerger's Disease,A Clinical Trial to Study the Efficacy and Safety of Stempeucel® in Patients With CLI Due to Buergers Disease,Stempeucel(R),"A Single Arm, Open Label, Multicentric, Clinical Study Assessing the Efficacy and Safety of Stempeucel® (ex Vivo Cultured Adult Bone Marrow Derived Allogeneic Mesenchymal Stem Cells) in Patients With CLI Due to Buerger's Disease",New Delhi|Bangalore|Chennai|Chennai|Chennai|Chennai|Kolkata|Kolkata,Delhi|Karnataka|Tamil Nadu|Tamil Nadu|Tamil Nadu|Tamil Nadu|West Bengal|West Bengal,India|India|India|India|India|India|India|India,"February 20, 2017"
57,58,NCT03406585,Type1 Diabetes Mellitus,Wharton´s Jelly Derived Mesenchymal Stromal Cell Treatment of Adult Patients Diagnosed With Type I Diabetes,ProTrans: Allogeneic transplantation with WJMSCs|Placebos,"A Double-blinded, Randomized, Placebo-controlled Trial With Wharton's Jelly Derived Allogeneic Mesenchymal Stromal Cells (WJMSCs) for Preserving Endogenous Insulin Production in Adult Patients Diagnosed for Type 1 Diabetes",Stockholm,,Sweden,"November 28, 2017"
58,59,NCT04348461,COVID|Respiratory Distress Syndrome,BAttLe Against COVID-19 Using MesenchYmal Stromal Cells,Allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,"Two-treatment,Randomized, Controlled, Multicenter Clinical Trial to Assess the Safety and Efficacy of Intravenous Administration of Expanded Allogeneic Adipose Tissue Adult Mesenchymal Stromal Cells in Critically Ill Patients COVID-19",Madrid,,Spain,"May 6, 2020"
59,60,NCT04476901,Non-ischemic Dilated Cardiomyopathy,Transendocardial Injection of Allogeneic-MSC in Patients With Non-Ischemic Dilated Cardiomyopathy,allogeneic human mesenchymal stem cells (hMSCs)|Placebo,"A Phase IIB Randomized, Placebo-Controlled, Multicenter Study of the Comparative Efficacy and Safety of Transendocardial Injection of Allogeneic-MSC Versus Placebo in Patients With Non- Ischemic Dilated Cardiomyopathy",Stanford|Miami|Louisville|Houston,California|Florida|Kentucky|Texas,United States|United States|United States|United States,"May 7, 2021"
60,61,NCT02630836,Femoral Neck Fracture,Allogeneic Mesenchymal Stromal Cells in Elderly Patients With Hip Fracture,XCEL-MT-OSTEO-BETA|Surgical treatment,A Pilot Clinical Trial of ex Vivo Expanded Allogenic Adult Stem Cells Combined With Allogenic Human Bone Tissue (XCEL-MT-OSTEO-BETA) in Proximal Femur Fractures in Elderly Patients,,,,December 2015
61,62,NCT04501354,Osteoporosis,Evaluation of Clinical and Bone Density Improvement After Implantation of Allogenic Mesenchymal Stem Cell From Umbilical Cord on Osteoporosis Patients,Mesenchymal Stem Cell,Evaluation of Clinical and Bone Density Improvement After Implantation of Allogenic Mesenchymal Stem Cell From Umbilical Cord on Osteoporosis Patients (Clinical Trial),Jakarta Pusat,DKI Jakarta,Indonesia,August 2020
62,63,NCT04590118,Ischemic Stroke,Allogeneic Mesenchymal Stem Cells for the Survivors of Ischemic Stroke Trial (ASSIST),it-hMSC|Placebo,"A Phase I/IIa Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of a Multicenter, Blind, Randomized, Placebo Controlled Single Injection of It-hMSC in Patients With Ischemic Stroke",Beijing,,China,"April 26, 2021"
63,64,NCT04361942,COVID-19 Pneumonia,Treatment of Severe COVID-19 Pneumonia With Allogeneic Mesenchymal Stromal Cells (COVID_MSV),Mesenchymal Stromal Cells|Placebo,"Double Blind, Placebo-controlled, Phase II Trial to Evaluate Safety and Efficacy of Allogenic Mesenchymal Stromal Cells MSV_allo for Treatment of Acute Respiratory Failure in Patients With COVID-19 Pneumonia (COVID_MSV)",Valladolid,,Spain,"May 1, 2020"
64,65,NCT01781390,Acute Myocardial Infarction,Safety Study of Allogeneic Mesenchymal Precursor Cell Infusion in Myocardial Infarction,Placebo|Mesenchymal Precursor Cells (MPC) 12.5 M|Mesenchymal Precursor Cells (MPC) 25 M,"A Prospective, Double-Blind, Randomized, Placebo-controlled Clinical Trial of Intracoronary Infusion of Mesenchymal Precursor Cells (MPC) in the Treatment of Patients With ST-Elevation Myocardial Infarction",,,,"March 11, 2013"
65,66,NCT02594839,Idiopathic Interstitial Pneumonia|Interstitial Lung Disease|Idiopathic Pulmonary Fibrosis,Safety and Efficacy of Allogeneic Mesenchymal Stem Cells in Patients With Rapidly Progressive Interstitial Lung Disease,Bone marrow mesenchymal stem cells|Placebo,A Phase I-II Study to Evaluate Safety and Efficacy of Allogeneic Bone-Marrow Mesenchymal Stem Cells in Patients With Rapidly Progressive Interstitial Lung Disease,Moscow,,Russian Federation,February 2013
66,67,NCT05113342,Multiple Myeloma|Relapse Multiple Myeloma,Descartes-25 in Relapsed/Refractory Multiple Myeloma,Descartes-25,Phase I/IIa Study of Descartes-25 in Patients With Relapsed/Refractory Multiple Myeloma,Bethesda|Madison,Maryland|Wisconsin,United States|United States,"November 25, 2021"
67,68,NCT02625246,Bronchiectasis,Safety and Potential Efficacy of Human Mesenchymal Stem Cells in Non-Cystic Fibrosis Bronchiectasis,hMSCs,"A Phase I, Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human Mesenchymal Stem Cell (hMSC) Infusion in Patients With Non-Cystic Fibrosis Bronchiectasis",Miami,Florida,United States,"February 4, 2016"
68,69,NCT04348435,COVID-19,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",HB-adMSCs|Placebos,"A Randomized, Double-Blind, Single Center, Efficacy and Safety Study of Allogeneic HB-adMSCs to Provide Immune Support Against COVID-19",Sugar Land,Texas,United States,"May 14, 2020"
69,70,NCT03137199,Asthma,Allogeneic Human Cells (hMSC) Via Intravenous Delivery in Patients With Mild Asthma,hMSCs,"A Phase I, Trial to Evaluate the Safety, Tolerability, and Potential Efficacy of Allogeneic Human Mesenchymal Stem Cell Infusion in Patients With Mild Asthma",Miami,Florida,United States,"June 22, 2017"
70,71,NCT04545307,Pulp Necroses|Apical Periodontitis,Transplantation of Allogeneic MSC in Patients With Pulp Necrosis and Chronic Apical Periodontitis,Allogenic transplant of BM-MSC in a root canal from patients with immature apexes and pulpar necrosis and apical periodontitis,Transplantation of Allogeneic Mesenchymal Stromal Cells in Patients With Immature Apex Teeth With Pulp Necrosis and Chronic Apical Periodontitis,San Antonio de los Altos,Miranda,Venezuela,"November 27, 2019"
71,72,NCT03171194,System; Lupus Erythematosus,Pilot Trial of Mesenchymal Stem Cells for Systemic Lupus Erythematosus,Low Dose Mesenchymal Stem Cells (MSCs),A Phase I Safety Trial of Allogeneic Mesenchymal Stem Cells for Systemic Lupus Erythematosus,Atlanta|Charleston,Georgia|South Carolina,United States|United States,"April 27, 2017"
72,73,NCT02893306,Type 1 Diabetes Mellitus,MSC Administration for the Management of Type 1 Diabetic Patients,MSCs,Phase 2 Study of Intravenous Administration of Allogeneic Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus.,Santiago,Region Metropolitana,Chile,March 2012
73,74,NCT02633163,Systemic Lupus Erythematosus,Phase 2 Trial of Mesenchymal Stem Cells in Systemic Lupus Erythematosus (MiSLE),Low Dose Mesenchymal Stem Cells (MSCs)|High Dose Mesenchymal Stem Cells (MSCs)|Placebo Infusion,A Phase II Controlled Trial of Allogeneic Mesenchymal Stem Cells for the Treatment of Refractory Lupus,Los Angeles|San Diego|Atlanta|Chicago|Manhasset|Rochester|Chapel Hill|Oklahoma City|Charleston,California|California|Georgia|Illinois|New York|New York|North Carolina|Oklahoma|South Carolina,United States|United States|United States|United States|United States|United States|United States|United States|United States,"October 26, 2018"
74,75,NCT04654286,Brachial Plexus Neuropathies,Human Amniotic Membrane and Mesenchymal Stem Cells Composite,Nerve transfer procedure|Nerve transfer with HAM-AdMSC composite wrapping,Clinical Outcomes of Human Amniotic Membrane and Allogeneic Mesenchymal Stem Cells Composite Augmentation for Nerve Transfer Procedure in Brachial Plexus Injury Patients,Surabaya,East Java,Indonesia,"November 17, 2016"
75,76,NCT01753440,Coronary Artery Disease|Ischemic Cardiomyopathy,Allogeneic Stem Cells Implantation Combined With Coronary Bypass Grafting in Patients With Ischemic Cardiomyopathy,Intramyocardial implantation of of a novel mesenchymal precursor cell type (iMP).,Study on the Safety and Efficacy of Allogeneic Mesenchymal Stem Cell Implantation Combined With Bypass Grafting in Patients With Coronary Artery Disease and Ischemic Cardiomyopathy.,Thessaloniki,,Greece,November 2012
76,77,NCT03973827,Type1diabetes,Wharton´s Jelly Derived Mesenchymal Stromal Cell Repeated Treatment of Adult Patients Diagnosed With Type I Diabetes,ProTrans,"An Open Label, Parallel Single Center Trial of Wharton's Jelly Derived Allogeneic Mesenchymal Stromal Cells Repeatedly Treated to Preserve Endogenous Insulin Production in Adult Patients Diagnosed With Type 1 Diabetes",Huddinge,,Sweden,"May 17, 2019"
77,78,NCT02323789,Recessive Dystrophic Epidermolysis Bullosa,Mesenchymal Stromal Cells in Adults With Recessive Dystrophic Epidermolysis Bullosa,Mesenchymal stromal cells,A Phase I/II Study Evaluating Allogeneic Mesenchymal Stromal Cells in Adults With Recessive Dystrophic Epidermolysis Bullosa,London,,United Kingdom,June 2015
78,79,NCT03079401,Hypoplastic Left Heart Syndrome|Atrioventricular Canal,Mesoblast Stem Cell Therapy for Patients With Single Ventricle and Borderline Left Ventricle,MPC; rexlemestrocel-L,Mesoblast Stem Cell Therapy for Patients With Single Ventricle and Borderline Left Ventricle,Boston,Massachusetts,United States,"November 27, 2017"
79,80,NCT05061030,Type1diabetes,Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents,the ATMP Protrans,"A Double-blinded, Randomized, Parallel, Placebo-controlled Trial of Wharton's Jelly-derived Allogeneic Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents",Uppsala,,Sweden,"January 14, 2022"
80,81,NCT03183804,Diabetic Foot Ulcer,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-DFU-201 Clinical Trial,ALLO-ASC-DFU|Standard therapy,A Follow-up Study to Evaluate the Safety for the Patients With ALLO-ASC-DFU Treatment in Phase 2 Clinical Trial of ALLO-ASC-DFU-201,Seoul|Seoul|Seoul|Seoul,,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of","April 24, 2016"
81,82,NCT01392625,Non-ischemic Dilated Cardiomyopathy,PercutaneOus StEm Cell Injection Delivery Effects On Neomyogenesis in Dilated CardioMyopathy (The POSEIDON-DCM Study),Autologous hMSCs|Allogeneic hMSCs,"A Phase I/II, Randomized Pilot Study of the Comparative Safety and Efficacy of Transendocardial Injection of Autologous Mesenchymal Stem Cells Versus Allogeneic Mesenchymal Stem Cells in Patients With Non-ischemic Dilated Cardiomyopathy.",Miami,Florida,United States,"May 19, 2011"
82,83,NCT05060107,"Osteoarthritis, Knee",Intra-articular Injection of MSC-derived Exosomes in Knee Osteoarthritis (ExoOA-1),Exosomes (sEVs),A Phase I Study Aiming to Assess Safety and Efficacy of a Single Intra-articular Injection of MSC-derived Exosomes (CelliStem®OA-sEV) in Patients With Moderate Knee Osteoarthritis (ExoOA-1),,,,"October 5, 2021"
83,84,NCT01843387,Diabetic Nephropathy|Type 2 Diabetes,Safety and Efficacy of Mesenchymal Precursor Cells in Diabetic Nephropathy,Mesenchymal Precursor Cells (MPCs)|Mesenchymal Precursor Cells (MPCs),"A Randomized, Controlled, Dose-Escalation Pilot Study to Assess the Safety and Efficacy of a Single Intravenous Infusion of Allogeneic Mesenchymal Precursor Cells (MPCs) in Subjects With Diabetic Nephropathy and Type 2 Diabetes",Clayton|Melbourne,,Australia|Australia,July 2013
84,85,NCT03356821,Perinatal Arterial Ischemic Stroke|Neonatal Stroke,Perinatal Arterial Stroke Treated With Stromal Cells Intranasally,Mesenchymal Stem Cells,Adult Mesenchymal Stromal Cells to Regenerate the Neonatal Brain: the PASSIoN Trial (Perinatal Arterial Stroke Treated With Stromal Cells IntraNasally),Utrecht,,Netherlands,"February 11, 2020"
85,86,NCT01087996,Stem Cell Transplantation,The Percutaneous Stem Cell Injection Delivery Effects on Neomyogenesis Pilot Study (The POSEIDON-Pilot Study),Auto-hMSCs|Allo-hMSCs,"A Phase I/II, Randomized Pilot Study of the Comparative Safety and Efficacy of Transendocardial Injection of Autologous Mesenchymal Stem Cells Versus Allogeneic Mesenchymal Stem Cells in Patients With Chronic Ischemic Left Ventricular Dysfunction Secondary to Myocardial Infarction",Miami|Baltimore,Florida|Maryland,United States|United States,March 2010
86,87,NCT01576328,Type 2 Diabetes,Safety Study of Mesenchymal Precursor Cells in Type 2 Diabetes,Mesenchymal Precursor Cells (MPCs)|Mesenchymal Precursor Cells (MPCs)|Mesenchymal Precursor Cells (MPCs),"A Randomized, Placebo-Controlled Dose-Escalation Study to Assess the Safety and Tolerability of a Single Intravenous Infusion of Allogeneic Mesenchymal Precursor Cells (MPCs) in Patients With Type 2 Diabetes Sub-optimally Controlled on Metformin",Garden Grove|Miami|Orlando|Baton Rouge|New Orleans|Butte|Henderson|Las Vegas|Newington|Cincinnati|Dayton|Dallas|Houston|San Antonio|Salt Lake City|Norfolk|Richmond|Olympia,California|Florida|Florida|Louisiana|Louisiana|Montana|Nevada|Nevada|New Hampshire|Ohio|Ohio|Texas|Texas|Texas|Utah|Virginia|Virginia|Washington,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,April 2012
87,88,NCT05344157,"Osteoarthritis, Knee",A First-in-Human Study of XSTEM-OA in Patients With Knee Osteoarthritis,XSTEM-OA,"A First-in-Human Open-Label Phase 1/2a Study to Evaluate Safety, Tolerability and Efficacy of a Single Intra-Articular Injection of Allogeneic Mesenchymal Stem Cells Selected for Integrin α10β1 (XSTEM-OA) in Adult Patients With Symptomatic Knee Osteoarthritis",Camberwell,Victoria,Australia,"June 22, 2022"
88,89,NCT02579369,Dystrophic Epidermolysis Bullosa,Study to Evaluate the Safety of ALLO-ASC-DFU in the Subjects With Dystrophic Epidermolysis Bullosa,Allogeneic mesenchymal stem cells|Polyurethene Film,A Phase 1/2 Clinical Study to Evaluate the Safety of ALLO-ASC-DFU in the Subjects With Dystrophic Epidermolysis Bullosa,Gangnam Gu,Seoul,"Korea, Republic of",October 2015
89,90,NCT05333029,Graft Versus Host Disease,Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for GVHD,Allogeneic mesenchymal stromal cells (MSCs)|Extracorporeal photopheresis (ECP),A Phase II Study of Combination Treatment With Extracorporeal Photopheresis and Mesenchymal Stem Cell Infusion for High-Risk and Steroid-Refractory Acute GVHD,Cleveland,Ohio,United States,October 2022
90,91,NCT04314687,Cerebral Palsy,Stem Cell and Conditioned Medium for Cerebral Palsy,Umbilical Cord Mesenchymal Stem Cells|Conditioned Medium|Standard Therapy,Allogeneic Umbilical Cord Mesenchymal Stem Cells and Conditioned Medium for Cerebral Palsy in Children,Jakarta,,Indonesia,"October 13, 2021"
91,92,NCT04506073,Parkinson's Disease,Phase IIa Randomized Placebo Controlled Trial: Mesenchymal Stem Cells as a Disease-modifying Therapy for iPD,MSC+placebo|MSC|Placebo,"A Randomized, Double-blind, Placebo-controlled Trial of Allogeneic Bone Marrow-derived Mesenchymal Stem Cells as a Disease-modifying Therapy for Idiopathic Parkinson's Disease",Houston,Texas,United States,"November 9, 2020"
92,93,NCT04366323,Sars-CoV2,Clinical Trial to Assess the Safety and Efficacy of Intravenous Administration of Allogeneic Adult Mesenchymal Stem Cells of Expanded Adipose Tissue in Patients With Severe Pneumonia Due to COVID-19,ALLOGENEIC AND EXPANDED ADIPOSE TISSUE-DERIVED MESENCHYMAL STEM CELLS,"Phase I / II Clinical Trial, Multicenter, Randomized and Controlled, to Assess the Safety and Efficacy of Intravenous Administration of Allogeneic Adult Mesenchymal Stem Cells of Expanded Adipose Tissue in Patients With Severe Pneumonia Due to COVID-19",Jerez de la Frontera|Córdoba|Granada|Sevilla|Sevilla|Sevilla,Cádiz,Spain|Spain|Spain|Spain|Spain|Spain,"April 27, 2020"
