,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
79,80,NCT03383081,"Osteoarthritis, Knee",The Safety/Efficacy of hUC Mesenchymal Stem Cells（19#iSCLife®-OA） Therapy for Patients With Osteoarthritis,Low dose mesenchymal stem cells|High dose mesenchymal stem cells|Intraarticular injection,A Clinical Research on the Safety/Efficacy of Human Umbilical Cord Mesenchymal Stem Cells（19#iSCLife®-OA） Therapy for Patients With Osteoarthritis,Changsha,Hunan,China,"October 1, 2018"
80,81,NCT04446884,Stress Urinary Incontinence,Treatment of Stress Urinary Incontinence in Women With Autologous Adipose-derived Mesenchymal Stem Cells,Autologous adipose-derived mesenchymal stem cells|Standard treatment according to the Clinical protocols,Treatment of Stress Urinary Incontinence in Women With Autologous Adipose-derived Mesenchymal Stem Cells Mixed With Collagen Gel,Hrodna,,Belarus,"March 1, 2018"
81,82,NCT02414295,Klinefelter Syndrome|Azoospermia,Sperm Production in Kleinfelter Syndrome Patients After Mesenchymal Stem Cell Injection,Mesenchymal stem cell injection,Management of Azoospermic Patients With Kleinfelter Syndrome Patients With Mesenchymal Stem Cell Injection,Cairo,,Egypt,August 2013
82,83,NCT02440074,Degenerative Disc Disease,Lumbar Degenerative Disc Disease Treatment With Bone Marrow Autologous Mesenchymal Stem Cells (MSV),Autologous bone marrow mesenchymal stem cells,Lumbar Degenerative Disc Disease Treatment With Bone Marrow Autologous Mesenchymal Stem Cells (MSV),,,,June 2011
83,84,NCT01056471,"Autoimmune Diseases|Immune System Diseases|Demyelinating Diseases|Nervous System Diseases|Demyelinating Autoimmune Diseases, CNS|Autoimmune Diseases of the Nervous System",Autologous Mesenchymal Stem Cells From Adipose Tissue in Patients With Secondary Progressive Multiple Sclerosis,Autologous mesenchymal stem cells from adipose tissue.|Autologous mesenchymal stem cells from adipose tissue.,"Multicenter Clinical Trial Phase I / II Randomized, Placebo-controlled Study to Evaluate Safety and Feasibility of Therapy With Two Different Doses of Autologous Mesenchymal Stem Cells in Patients With Secondary Progressive Multiple Sclerosis Who do Not Respond to Treatment",Málaga|Sevilla,,Spain|Spain,January 2010
84,85,NCT01649700,The Sequelae Caused by Severe Brain Injury,Treatment of Sequelae Caused by Severe Brain Injury With Autologous Adipose-derived Mesenchymal Stem Cells,autologous adipose-derived mesenchymal stem cells,Treatment of Sequelae Caused by Severe Brain Injury With Autologous Adipose-derived Mesenchymal Stem Cells,Taipei,,Taiwan,October 2011
85,86,NCT02181712,Lung Transplant Reject|Bronchiolitis Obliterans,Mesenchymal Stem Cell Therapy for Lung Rejection,Mesenchymal stem cell 0.5|Mesenchymal stem cell 1.0,A Pilot Study to Evaluate the Safety and Feasibility of Mesenchymal Stem Cells to Induce Remission in Lung Transplant Patients Experiencing Treatment-refractory Moderate to Severe Lung Rejection,Jacksonville,Florida,United States,July 2014
86,87,NCT04194671,Acute Kidney Injury|Mesenchymal Stem Cells,Clinical Trial of Mesenchymal Stem Cells in the Treatment of Severe Acute Kidney Injury,Mesenchymal stem cells|Saline,"A Single-center, Randomized, Placebo-controlled, Patient-blinded Study of Mesenchymal Stem Cells Therapy in Subjects With Severe Acute Kidney Injury Receiving Routine Therapy",Beijing,Beijing,China,"December 31, 2021"
87,88,NCT02963727,Knee Osteoarthrosis,Use of Wharton Jelly Derived Mesenchymal Stem Cells for Knee Osteoarthrosis,Wharton Jelly derived mesenchymal stem cell,Knee Osteoarthrosis (KOA) in Jordanian Patients: a Phase I Dose-finding Study Using Wharton Jelly Derived Mesenchymal Stem Cells (WJMSC) for Advanced Stage III and IV KOA,Amman,,Jordan,"January 27, 2017"
88,89,NCT02966951,Knee Osteoarthrosis,Use of Adipose Tissue Derived Mesenchymal Stem Cells for Knee Osteoarthrosis,Adipose tissue derived mesenchymal stem cell,Knee Osteoarthrosis (KOA) in Jordanian Patients: a Phase I Dose-finding Study Using Adipose Tissue Derived Mesenchymal Stem Cells (ATMSC) for Advanced Stage III and IV KOA,Amman,,Jordan,"January 17, 2017"
89,90,NCT01157650,Crohn Disease,Treatment of Fistulous Crohn's Disease by Implant of Autologous Mesenchymal Stem Cells Derived From Adipose Tissue,Autologous mesenchymal stem cells,Treatment of Fistulous Crohn's Disease by Implant of Autologous Mesenchymal Stem Cells Derived From Adipose Tissue,Pamplona|Pamplona|Pamplona,,Spain|Spain|Spain,June 2010
90,91,NCT02763423,"Ketoacidosis, Diabetic",Allogeneic Umbilical Cord Mesenchymal Stem Cell Transplantation for Type 1 Diabetes With Diabetic Ketoacidosis,umbilical cord mesenchymal stem cell,The Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cell Transplantation to Treat New-onset Type 1 Diabetes With Diabetic Ketoacidosis,Nanjing,Jiangsu,China,January 2009
91,92,NCT01741090,Alcoholic Liver Cirrhosis,The Effectiveness and Safety for Mesenchymal Stem Cell for Alcoholic Liver Cirrhosis,mesenchymal stem cell injection,The Evaluation of Effectiveness and Safety for New Therapy With Bone Marrow Derived Autologous Mesenchymal Stem Cell for Hepatic Failure Caused by Alcoholic Liver Cirrhosis,Wonju,Kangwon-do,"Korea, Republic of",September 2009
92,93,NCT04519671,Perianal Crohn Disease|Perianal Fistula|Crohn Disease,Mesenchymal Stem Cells for the Treatment of Perianal Fistulizing Crohn's Disease,Mesenchymal Stem Cells|Placebo,A Phase IB/IIA Study of Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Perianal Fistulizing Crohn's Disease,Cleveland,Ohio,United States,"November 19, 2020"
93,94,NCT03184935,Myelodysplastic Syndromes,Research for Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-MDS) in the Treatment of Myelodysplastic Syndrome (MDS),Allogeneic umbilical cord mesenchymal stem cells|Decitabine,Research for Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Myelodysplastic Syndrome (MDS),Hohhot,Inner Mongolia,China,June 2022
94,95,NCT04519697,Rectovaginal Fistula|Crohn Disease|Crohn Disease of Vulva|Rectolabial; Fistula,Mesenchymal Stem Cells for the Treatment of Rectovaginal Fistulas in Participants With Crohn's Disease,Mesenchymal Stem Cells|Placebo,A Phase IB/IIA Study of Adult Allogeneic Bone Marrow Derived Mesenchymal Stem Cells for the Treatment of Rectovaginal Fistulas in the Setting of Crohn's Disease.,Cleveland,Ohio,United States,"October 28, 2020"
95,96,NCT02213705,SYSTEMIC SCLERODERMA|ALLOGENEIC MESENCHYMAL STEM CELLS|ADULT,Treatment of Refractory Sever Systemic Scleroderma by Injection of Allogeneic Mesenchymal Stem Cells,INJECTION OF ALLOGENEIC MESENCHYMAL STEM CELLS,Treatment of Refractory Sever Systemic Scleroderma by Injection of Allogeneic Mesenchymal Stem Cells,Paris,,France,"May 6, 2014"
96,97,NCT03357575,Knee Osteoarthritis,The Comparison of Efficacy and Safety of the Mesenchymal Stem Cells From Adipose and Hyaluronic Acid,Mesenchymal Stem Cells from adipose|Hyaluronic Acid,The Comparison of Efficacy and Safety of the Mesenchymal Stem Cells From Adipose and Hyaluronic Acid in the Treatment of Adult Knee Osteoarthritis,,,,"January 1, 2018"
97,98,NCT03180463,Osteonecrosis of Femoral Head,The Study of Early Stage Osteonecrosis of Femoral Head With Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-ONFH),Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#)|core decompression,The Study of Early Stage Osteonecrosis of Femoral Head With Human Umbilical Cord Mesenchymal Stem Cells (hUC-MSC),Hohhot,Inner Mongolia,China,June 2022
98,99,NCT03343782,Type 2 Diabetes Mellitus,Outcomes of Expanded Autologous Bone Marrow-derived Mesenchymal Stem Cells Therapy in Type II Diabetes,Expanded autologous bone marrow-derived mesenchymal stem cell,Outcomes of Expanded Autologous Bone Marrow-derived Mesenchymal Stem Cells Therapy in Type 2 Diabetes,Hanoi,,Vietnam,"November 1, 2017"
99,100,NCT03186456,Cerebral Infarction,The Safety and Efficacy of Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-ACI) in the Treatment of Acute Cerebral Infarction,Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#)|Aspirin Tablet,Study the Safety and Efficacy of Human Umbilical Cord-derived Mesenchymal Stem Cells in the Treatment of Acute Cerebral Infarction,Hohhot,Inner Mongolia,China,June 2022
100,101,NCT04104412,Lumbar Discogenic Pain,The Safety/Efficacy Study of Human Umbilical Cord Mesenchymal Stem Cells Therapy (19#iSCLife®-LDP) for Lumbar Discogenic Pain,human umbilical cord mesenchymal stem cell,The Safety/Efficacy Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells Therapy for Patients With Lumbar Discogenic Pain,Beijing,Beijing,China,"August 15, 2019"
101,102,NCT02866721,Cystic Fibrosis,Safety and Tolerability Study of Allogeneic Mesenchymal Stem Cell Infusion in Adults With Cystic Fibrosis,Mesenchymal Stem Cells,"A Phase I, Single Center, Open Label, Single Dose, Dose Escalation Study Assessing the Safety and Tolerability of AllogeneiC MEsenchymAl Stem CEll Infusion in Adults With Cystic Fibrosis-CEASE CF",Cleveland,Ohio,United States,August 2016
102,103,NCT02484950,Full Thickness Rotator Cuff Tear,Mesenchymal Stem Cell Augmentation in Patients Undergoing Arthroscopic Rotator Cuff Repair,Mesenchymal stem cell augmentation in rotator cuff repair|Standard arthroscopic rotator cuff repair,A Prospective Randomized Trial of Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Arthroscopic Rotator Cuff Repair,Chicago,Illinois,United States,November 2015
103,104,NCT04520022,Recessive Dystrophic Epidermolysis Bullosa,Safety and Effectiveness Study of Allogeneic Umbilical Cord Blood-derived Mesenchymal Stem Cell in Patients With RDEB,Human Umbilical Cord Blood-derived Mesenchymal Stem Cells,"Single Center, Single Group Assignment, Open Label Trial to Assess Safety and Effectiveness of Intravenous Allogeneic Umbilical Cord Blood-derived Mesenchymal Stem Cell in Patients With Recessive Dystrophic Epidermolysis Bullosa",Seoul,,"Korea, Republic of","October 13, 2016"
104,105,NCT04234750,Evaluate the Safety and Effectiveness of Mesenchymal Stem Cell Conditioned Medium-derived Pleiotropic Factor in Treating Donor Sites,Mesenchymal Stem Cell-derived Pleiotropic Factor in the Treatment of Donor Sites,mesenchymal stem cell conditioned medium-derived pleiotropic factor,The Evaluation of the Safety and Effectiveness of Mesenchymal Stem Cell-derived Pleiotropic Factor in the Treatment of Donor Sites,Datong,Shanxi,China,"October 17, 2019"
105,106,NCT01730547,Multiple Sclerosis,Mesenchymal Stem Cells for Multiple Sclerosis,Autologous mesenchymal stem cells,Phase 1/2 Clinical Trial With Autologous Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis,Stockholm,,Sweden,February 2013
106,107,NCT02387749,Diabetic Peripheral Neuropathy,Effect Of Mesenchymal Stem Cells Transfusion on the Diabetic Peripheral Neuropathy Patients .,mesenchymal stem cells,Effect Of Mesenchymal Stem Cells Transfusion on the Peripheral Neuropathy in Diabetic Patients Measured by Nerve Conduction.,,,,May 2014
107,108,NCT01573923,Liver Cirrhosis,Safety and Efficacy Study of Umbilical Mesenchymal Stem Cells for Liver Cirrhosis,mesenchymal stem cells|Conventional therapy,Clinical Trial of Umbilical Mesenchymal Stem Cells Transplantation for Liver Cirrhosis-Phase I/II,Beijing|Lanzhou|Qionghai|Lianyungang|Shanghai|Xi'an,Beijing|Gansu|Hainan|Jiangsu|Shanghai|Shanxi,China|China|China|China|China|China,July 2014
108,109,NCT01854957,Multiple Sclerosis,MEsenchymal StEm Cells for Multiple Sclerosis,Autologous Mesenchymal Stem Cells,MEsenchymal StEm Cells for Multiple Sclerosis (MESEMS) Phase I-II Clinical Trial With Autologous Mesenchymal Stem Cells (MSCs) for the Therapy of Multiple Sclerosis,Genova,,Italy,July 2012
109,110,NCT00659217,Lupus Nephritis,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis,mesenchymal stem cell,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis,Fuzhou,Fujian,China,May 2008
110,111,NCT01446614,Parkinson's Disease,Mesenchymal Stem Cells Transplantation to Patients With Parkinson's Disease,bone marrow derived mesenchymal stem cells,PhaseⅠ/ⅡTrial of Autologous Bone Marrow Derived Mesenchymal Stem Cells to Patients With Parkinson's Disease.,Guangzhou,Guangdong,China,October 2011
111,112,NCT02834858,Peripheral Vascular Disease|Ischemia|Diabetic Foot,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications,Umbilical Cord Mesenchymal Stem Cells|saline,Umbilical Cord Mesenchymal Stem Cells Infusion for Diabetes Related Vascular Complications,Guangzhou,Guangdong,China,January 2016
112,113,NCT01228266,Multiple Sclerosis,Mesenchymal Stem Cell Transplantation in MS,autologous mesenchymal stem cells,"Autologous Mesenchymal Stem Cell Transplantation in Multiple Sclerosis: a Randomized, Double-blind, Crossover With Placebo Phase II Study",Barcelona,,Spain,December 2010
113,114,NCT01446640,Spinal Cord Injury,Mesenchymal Stem Cells Transplantation to Patients With Spinal Cord Injury,bone marrow derived mesenchymal stem cells,PhaseⅠ/ⅡTrial of Autologous Bone Marrow Derived Mesenchymal Stem Cells to Patients With Spinal Cord Injury.,Guangzhou,Guangdong,China,October 2011
114,115,NCT01932164,Cleft Lip and Palate,Use of Mesenchymal Stem Cells for Alveolar Bone Tissue Engineering for Cleft Lip and Palate Patients,maxillary alveolar graft by tissue engineering|Bone tissue engineering using mesenchymal stem cells,Use of Mesenchymal Stem Cells for Alveolar Bone Tissue Engineering for Cleft Lip and Palate Patients,São Paulo,,Brazil,May 2013
115,116,NCT01436058,Osteoarthritis,Side Effects of Autologous Mesenchymal Stem Cell Transplantation in Ankle Joint Osteoartritis,mesenchymal stem cell,Phase 1 Study of Side Effects of Autologous Mesenchymal Stem Cell Transplantation in Patients With Ankle Joint Osteoarteritis,Tehran,,"Iran, Islamic Republic of",September 2010
116,117,NCT01919827,Idiopathic Pulmonary Fibrosis,Study of Autologous Mesenchymal Stem Cells to Treat Idiopathic Pulmonary Fibrosis,Endobronchial infusion of adult mesenchymal stem cells|Autologous mesenchymal stem cells derived from bone marrow,Treatment of Idiopathic Pulmonary Fibrosis With Bone Marrow Derived Mesenchymal Stem Cells,Pamplona|Salamanca,Navarra,Spain|Spain,March 2013
117,118,NCT04235296,Mesenchymal Stem Cell-derived Pleiotropic Factor in Treating Residual Burn Wound,Mesenchymal Stem Cell Conditioned Medium-derived Pleiotropic Factor in Treating Residual Burn Wound,epidermal growth factor|mesenchymal stem cell conditioned medium-derived pleiotropic factor,Evaluation of the Safety and Effectiveness of Mesenchymal Stem Cell Conditioned Medium-derived Pleiotropic Factor in Treating Residual Burn Wound,Datong,Shanxi,China,"November 17, 2019"
118,119,NCT01305694,Aplastic Anemia,Mesenchymal Stem Cells Transplantation to Patients With Relapsed/Refractory Aplastic Anemia.,bone marrow derived mesenchymal stem cells,PhaseⅠ/ⅡTrial of Bone Marrow Derived Mesenchymal Stem Cell Transplantation From Related Donor to Patients With Relapsed/Refractory Aplastic Anemia.,Guangzhou,Guangdong,China,February 2011
119,120,NCT04939077,"Myocardial Ischemia|Ventricular Dysfunction, Left",Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC),Allogeneic Human Umbilical Cord Mesenchymal Stem Cells,Treatment of Heart Failure Using Human Umbilical Cord Mesenchymal Stem Cells(hUC-MSC),Shanghai,Shanghai,China,"November 27, 2019"
120,121,NCT03386708,Uterus; Injury,hUC Mesenchymal Stem Cells (19#iSCLife®-CSD) Therapy for Patients With Healing Poor After Uterus Injury,intrauterine injection|human umbilical cord mesenchymal stem cell,A Clinical Research on the Safety/Efficacy of Human Umbilical Cord Mesenchymal Stem Cell (19#iSCLife®-CSD) Therapy for Patients With Healing Poor After Uterus Injury,Changsha,Hunan,China,"October 1, 2018"
121,122,NCT02492516,Amyotrophic Lateral Sclerosis,Intravenous Injection of Adipose Derived Mesenchymal Stem Cell for ALS,mesenchymal stem cells,Evaluation the Safety of Intravenous Injection of Adipose Derived Mesenchymal Stem Cell in Patients With ALS,Tehran,,"Iran, Islamic Republic of",September 2014
122,123,NCT03550183,Parkinson's Disease,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Parkinson's Disease,mesenchymal stem cells,Safety and Efficacy Investigation of Patients With Parkinson's Disease by Transplantation of Umbilical Cord Derived Mesenchymal Stem Cells,Shijiazhuang,Hebei,China,"January 10, 2018"
123,124,NCT04493918,Spinal Tuberculosis|Mesenchymal Stem Cell,Effectivity of Mesenchymal Stem Cell on Vertebral Bone Defect Due to Mycobaterium Tuberculosis Infection,Mesenchymal Stem cell + Nacl 0.9%|NaCl 0.9%,Effectivity of Local Implantation of the Mesenchymal Stem Cell on Vertebral Bone Defect Due to Mycobaterium Tuberculosis Infection (Clinical Trial),Jakarta Pusat,DKI Jakarta,Indonesia,"May 21, 2017"
124,125,NCT04416139,Covid 19,Mesenchymal Stem Cell for Acute Respiratory Distress Syndrome Due for COVID-19,Infusion IV of Mesenchymal Stem cells,Mesenchymal Stem Cells for the Treatment of Severe Acute Respiratory Distress Syndrome Due to COVID-19. Pilot Study,Mexico City,,Mexico,"May 1, 2020"
