,Rank,NCTId,Condition,BriefTitle,InterventionName,OfficialTitle,LocationCity,LocationState,LocationCountry,StartDate
274,275,NCT02492490,Uremia,Effect of SVF Derived MSC in DCD Renal Transplantation,SVFderived MSC transplantations|Basiliximab,Effect of Autologous Stromal Vascular Fraction Derived Mesenchymal Stem Cell in Kidney Transplantation From Chinese Donation After Citizen Death (DCD): A Randomized Controlled Trial,Fuzhou,Fujian,China,December 2014
275,276,NCT04351932,Osteo Arthritis Knee,Bone Marrow Versus Adipose Autologous Mesenchymal Stem Cells for the Treatment of Knee Osteoarthritis,bone marrow mesenchymal stem cells|Adipose Mesenchymal stem cells|bone marrow & adipose mesenchymal stem cells injection,Bone Marrow Versus Adipose Autologous Mesenchymal Stem Cells for the Treatment of Knee Osteoarthritis: A Randomized Non Blind Controlled Clinical Trial,Guayaquil,Guayas,Ecuador,"June 7, 2020"
276,277,NCT00781872,Multiple Sclerosis,Mesenchymal Stem Cells for the Treatment of MS,Injection of autologous bone marrow derived mesenchymal stem cells,Explorative Trial to Investigate the Safety and Clinical Effects of Autologous Mesenchymal Bone Marrow Stem Cells (MSC) Following Their Intrathecal and Intravenous Administration in Severe Cases of Multiple Sclerosis (MS),,,,October 2006
277,278,NCT02957552,Pediatric Liver Transplantation,Safety and Tolerance of Immunomodulating Therapy With Donor-specific MSC in Pediatric Living-Donor Liver Transplantation,Mesenchymal Stem Cells,"Safety and Tolerance of Immunomodulating Therapy With Donor-specific Mesenchymal Stem Cells in Pediatric Living-Donor Liver Transplantation, a 24-month, Non-randomized, Open-label, Prospective, Single-center Pilot Trial",Tuebingen,,Germany,"March 10, 2017"
278,279,NCT04433104,COPD,Umbilical Cord Mesenchymal Stem Cells Transplantation in the Treatment of Chronic Obstructive Pulmonary Disease,Umbilical Cord Mesenchymal Stem Cells transplantation|drug therapy according to Vietnamese MOHS procedure,"Allogeneic Human Umbilical Cord-derived Mesenchymal Stem/Stromal Cells for Chronic Obstructive Pulmonary Disease (COPD): Study Protocol for a Matched Case-control, Phase I/II Trial",Hà Nội,Hanoi,Vietnam,"June 9, 2020"
279,280,NCT02442817,Schizophrenia,Linagliptin and Mesenchymal Stem Cells: A Pilot Study,Linagliptin,Linagliptin and Mesenchymal Stem Cells: A Pilot Study,Reno,Nevada,United States,"March 2, 2015"
280,281,NCT02135380,Idiopathic Pulmonary Fibrosis,Evaluate Safety and Efficacy of Intravenous Autologous ADMSc for Treatment of Idiopathic Pulmonary Fibrosis,Autologous Stromal Vascular Fraction (SVF)|Autologous Adipose Derived MSCs (ADMSCs)|Control,"A Prospective, Multicentric, Phase I/II, Open Label, Randomized, Interventional Study to Evaluate the Safety and Efficacy of Intravenous Autologous Adipose Derived Adult Stem Cells for Treatment of Idiopathic Pulmonary Fibrosis (IPF).",Thane,Maharashtra,India,August 2014
281,282,NCT05280002,Osteoarthritis Knees,Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,Adipose Tissue derived Total-Stromal-Cells (TOST),Outcomes of Single Intra-articular Injection of Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,Dhaka,,Bangladesh,"January 1, 2018"
282,283,NCT04821479,Amyotrophic Lateral Sclerosis,Repeated Mesenchymal Stem Cell Injections in ALS,Mesenchymal stem cells (MSC),Safety and Clinical Effects of Repeated Intrathecal Injections of Autologous Mesenchymal Stem Cells in Patients With Amyotrophic Lateral Sclerosis (ALS),,,,"January 1, 2016"
283,284,NCT02975960,Systemic Sclerosis,ADMSCs for the Treatment of Systemic Sclerosis,injection of autologous stromal vascular fraction,Adipose Tissue-derived Mesenchymal Stem Cells for Cell-based Therapy in the Treatment of Systemic Sclerosis,Seoul,,"Korea, Republic of","October 25, 2016"
284,285,NCT02749448,Pulmonary Disease,Mesenchymal Stem Cells Therapy for Treatment of Airway Remodeling in Mustard Patients,mesenchymal stem cell,The Effect of Autologous Adipose Mesenchymal Stem Cells in Treatment of Airway Injury in Patients Exposed to Sulfur Mustard,,,,February 2015
285,286,NCT05484856,"Osteoarthritis, Knee",Evaluation of Clinical Efficacy of Autologous Adipose Tissue Derived ADSCSs in Treatment of Osteoarthritis (OA),Autologous adipose tissue derived stromal cells,"Prospective Single Centre, Open Label, Single Arm Clinical Study for Autologous Adipose Tissue Derived ADSCSs in Treatment of Patients With Osteoarthritis",Rudrapur,Uttarakhand,India,"May 16, 2016"
286,287,NCT01548092,Recto-vaginal Fistula,Stromal Vascular Fraction (SVF) for Treatment of Recto-vaginal Fistula,Adipose-derived stem cells without expanded,A Phase II Clinical Trial to Study the Feasibility and Safety of Stromal Vascular Derived From Adipose Tissue for the Treatment of Recto-vaginal Fistula,Madrid,,Spain,December 2011
287,288,NCT04340284,Nonunion of Fracture,Adipose Tissue Derived Stromal Vascular Fraction (SVF) Application in Treatment of Long Bones Nonunion,autologous adipose tissue derived stromal vascular fraction (SVF),Retrospective Study to Analyze Safety and Efficacy of Adipose Tissue Derived Stromal Vascular Fraction (SVF) Application in Treatment of Long Bones Nonunion,Rudrapur,Uttrakhand,India,"November 10, 2019"
288,289,NCT04377334,ARDS|COVID-19,Mesenchymal Stem Cells (MSCs) in Inflammation-Resolution Programs of Coronavirus Disease 2019 (COVID-19) Induced Acute Respiratory Distress Syndrome (ARDS),MSC,Prospective Phase II Study: MSCs in Inflammation-Resolution Programs of SARS-CoV-2 Induced ARDS,Tuebingen,,Germany,May 2022
289,290,NCT01795950,Pulmonary Arterial Hypertension,Safety Study of PLX-PAD Cells to Treat Pulmonary Arterial Hypertension (PAH),PLX-PAD,A Phase I Safety and Pharmacodynamic Study of Intravenous Infusion of PLX-PAD Cells in Patients With PAH,Brisbane|Melbourne,Queensland,Australia|Australia,April 2013
290,291,NCT00913289,Liver Cirrhosis,Liver Regeneration Therapy Using Autologous Adipose Tissue Derived Stromal Cells,adipose tissue derived stromal cells,Liver Regeneration Therapy Using Autologous Adipose Tissue Derived Stromal Cells,Kanazawa,Ishikawa,Japan,February 2009
291,292,NCT02893306,Type 1 Diabetes Mellitus,MSC Administration for the Management of Type 1 Diabetic Patients,MSCs,Phase 2 Study of Intravenous Administration of Allogeneic Mesenchymal Stem Cells in Patients With Type 1 Diabetes Mellitus.,Santiago,Region Metropolitana,Chile,March 2012
292,293,NCT02467387,Non-Ischemic Heart Failure,A Study to Assess the Effect of Intravenous Dose of (aMBMC) to Subjects With Non-ischemic Heart Failure,Allogeneic Mesenchymal Bone Marrow Cells (aMBMC)|Lactated Ringer's Solution,"A Phase IIa Randomized Study to Assess the Safety, Tolerability, and Preliminary Efficacy of a Single Intravenous Dose of Ischemia-tolerant Allogeneic Mesenchymal Bone Marrow Cells to Subjects With Non-ischemic Heart Failure",Washington|Atlanta|Chicago|Stony Brook|Philadelphia,District of Columbia|Georgia|Illinois|New York|Pennsylvania,United States|United States|United States|United States|United States,"June 1, 2014"
293,294,NCT01062750,Liver Cirrhosis,Liver Regeneration Therapy by Intrahepatic Arterial Administration of Autologous Adipose Tissue Derived Stromal Cells,adipose tissue derived stromal cells dosage,Liver Regeneration Therapy by Intrahepatic Arterial Administration of Autologous Adipose Tissue Derived Stromal Cells,Kanazawa,Ishikawa,Japan,October 2012
294,295,NCT03939741,Chronic Kidney Diseases,SVF (Adipose Tissue Derived MSC) Based Therapy for CKD.,SVF Containg Autologous Non Expanded ADSC,Evaluation of Therapeutic Potential of Stromal Vascular Fraction (Autologous Adipose Derived Mesenchymal Stem Cell) Based Treatment for Chronic Kidney Disease,Dhaka,,Bangladesh,"April 1, 2019"
295,296,NCT03601234,Gastrointestinal Stromal Tumors,Laparoscopic Endoscopic Cooperative Surgery in the Treatment of Gastric Stromal Tumors,laparoscopic and endoscopic cooperative surgery|laparoscopic surgery,Application of Laparoscopy Combined With Endoscopy Surgery in the Treatment of Gastric Stromal Tumors,Xi'an,Shaanxi,China,"April 16, 2018"
296,297,NCT01709279,Ischemic Heart Failure,Clinical Trial of Autologous Adipose Tissue Derived Stromal Cell Therapy for Ischemic Heart Failure,adipose tissue derived stromal cells dosage,,Kanazawa,Ishikawa,Japan,August 2012
297,298,NCT03887208,Skin|Scar|Cutis Laxa|Keloid|Cicatrix,Therapy of Scars and Cutis Laxa With Autologous Adipose Derived Mesenchymal Stem Cells,Laser therapy|Autologous ADSC injection|Normal saline injection,Evaluation the Safety and Efficacy of the Treatment of Scars and Cutis Laxa Syndrome With the Use of Autologous (Fresh and Stored) Stem Cells Isolated From Adipose Tissue.,Warsaw|Warsaw|Warsaw,,Poland|Poland|Poland,"January 31, 2018"
298,299,NCT03042143,Acute Respiratory Distress Syndrome,Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST),Human umbilical cord derived CD362 enriched MSCs|Placebo (Plasma-Lyte 148),"Repair of Acute Respiratory Distress Syndrome by Stromal Cell Administration (REALIST): An Open Label Dose Escalation Phase 1 Trial Followed by a Randomised, Double-blind, Allocation Concealed, Placebo-controlled Trial.",Belfast,Northern Ireland,United Kingdom,"January 7, 2019"
299,300,NCT04143048,Gastrointestinal Stromal Tumor,A Study on Non-invasive Early Diagnosis of Gastrointestinal Stromal Tumors and Differentiation of Benign and Malignant Nodules,DNA extraction of tumer tissue samples and high-throughput sequencing of small panels|DNA extraction of tumer tissue samples and blood sample and high-throughput sequencing of small panels|DNA extraction of tumer tissue samples and blood sample and high-throughput sequencing of small panels,A Study on Non-invasive Early Diagnosis of Gastrointestinal Stromal Tumors and Differentiation of Benign and Malignant Nodules,Nanjing,Jiangsu,China,"September 1, 2019"
300,301,NCT03726255,Perianal Fistula,Stem Cell Therapy: a Compassionate Use Program in Perianal Fistula,Mesenchymal Stem Cell injection,Retrospective Evaluation of Stem Cell Therapy: a Compassionate Use Program in Perianal Fistula.,Madrid,,Spain,"April 1, 2014"
301,302,NCT01468064,"Stroke|Infarction, Middle Cerebral Artery",Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Ischemic Stroke,Autologous BMSCs transplantation|Autologous EPCs transplantation|IV infusion of placebo,Autologous Bone Marrow Stromal Cell and Endothelial Progenitor Cell Transplantation in Patients With Ischemic Stroke: a Randomized Controlled Trial,Guangzhou,Guangdong,China,November 2011
302,303,NCT01377870,Multiple Sclerosis,Evaluation of Autologous Mesenchymal Stem Cell Transplantation (Effects and Side Effects) in Multiple Sclerosis,intravenous injection of mesenchymal stem cells|injection of cell free media,Effect and Side Effect of Mesenchymal Stem Cell in Multiple Sclerosis,Tehran,,"Iran, Islamic Republic of",December 2011
303,304,NCT04005989,Ischemic Heart Disease|Myocardial Ischemia|Coronary Artery Disease,Adipose Stromal Cells Injection in the Myocardium for Induction of Revascularization,Stromal Cells Injection,Adipose Stromal Cells Injection in the Myocardium for Induction of Revascularization,,,,"December 1, 2021"
304,305,NCT02622464,Dysphonia,Innovative Treatment for Scarred Vocal Cords by Local Injection of Autologous Stromal Vascular Fraction,micro injection of SVF in vocal cords,Innovative Treatment for Scarred Vocal Cords by Local Injection of Autologous Stromal Vascular Fraction,Marseille,,France,"April 7, 2016"
305,306,NCT03963544,Gastro Intestinal Stromal Tumor,Patterns of Care and Outcomes of Patients With METAstatic Gastrointestinal Stromal Tumors (METAGIST),oral tyrosine-kinase inhibitors (TKI) of KIT and PDGFR as per recommendations,Patterns of Care and Outcomes of Patients With METAstatic Gastrointestinal Stromal Tumors (GIST) in a Real-life Setting: the METAGIST Observational Study,Bordeaux,,France,January 1990
306,307,NCT02763748,Gastrointestinal Stromal Tumor,the Laparoscopic and Endoscopic Cooperative Surgery of Gastrointestinal Stromal Tumor,Laparoscopic endoscopy combined surgery|laparoscopic and endoscopic cooperative surgery|Single-arch laparoscopic and endoscopic cooperative surgery,"the Prospective, Randomized and Comparative Clinical Study of Laparoscopic and Endoscopic Cooperative Surgery in the Treatment of Gastrointestinal Stromal Tumor",Xi'an,Shaanxi,China,June 2016
307,308,NCT05453292,Gastrointestinal Stromal Tumor (GIST),Endoscopic Ultrasound Radiofrequency Ablation for GISTs,Endoscopic ultrasound guided radiofrequency ablation,"Feasibility, Safety, and Efficacy of EUS-guided Thermal Radiofrequency Ablation in the Treatment of Gastrointestinal Stromal Tumors",Guayaquil,Guayas,Ecuador,"July 15, 2022"
308,309,NCT04614025,COVID|ARDS,Open-label Multicenter Study to Evaluate the Efficacy of PLX-PAD for the Treatment of COVID-19,PLX-PAD,"A Randomized, Controlled, Multicenter, Parallel-Group Phase IIa Study to Evaluate the Efficacy and Safety of Intramuscular Injections of PLX-PAD for the Treatment of Severe COVID-19",Berlin|Berlin|Bonn|Köln|Afula|Haifa|Haifa|Nahariya|Tiberias,,Germany|Germany|Germany|Germany|Israel|Israel|Israel|Israel|Israel,"October 19, 2020"
309,310,NCT05523011,Psoriasis,Safety and Tolerability Study of MSC Exosome Ointment,Exosome ointment,"A Phase 1, Open-label Study to Determine Safety and Tolerability of the Topical Application of Mesenchymal Stem/Stromal Cell (MSC) Exosome Ointment to Treat Psoriasis in Healthy Volunteers",Singapore,,Singapore,"March 8, 2022"
310,311,NCT01172548,Gastrointestinal Stromal Tumors,Safety and Efficacy Evaluation of Two Year Imatinib Treatment in Adjuvant Gastrointestinal Stromal Tumor (GIST),imatinib mesylate,"A Multi-center, Single Arm, Phase II Study of Adjuvant Imatinib (Glivec®) in Patients Following the Resection of Primary Gastrointestinal Stromal Tumor ( GIST)",Alger|Cairo|Mansoura|Ahmedabad|Pune|Mumbai|New Delhi|Amman|Beirut|Kazan|Ekaterinburg|Irkutsk|Kursk|Omsk|St. Petersburg|Riyadh|Parktown|Tainan 704|Taipei|Lin-Ko|Niaosong Township|Taichung|Taipei|Bangkok|Bangkok|Bangkok|Songkla|Tunis|Ankara,"Gujrat|Maharashtra|Tatarstan Republic|Taiwan ROC|Taiwan, ROC",Algeria|Egypt|Egypt|India|India|India|India|Jordan|Lebanon|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Saudi Arabia|South Africa|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Taiwan|Thailand|Thailand|Thailand|Thailand|Tunisia|Turkey,August 2008
311,312,NCT05270850,Benign Airway Stenosis|Respiratory Tract Fistula,Clinical Study on Autologous Stromal Vascular Fraction(SVF) Treatment for Refractory Benign Airway Stenosis and Respiratory Tract Fistula,Control group|SVF group,Clinical Study on Autologous Stromal Vascular Fraction(SVF) Treatment for Benign Airway Stenosis and Respiratory Tract Fistula,Guangzhou,Guangdong,China,"March 20, 2022"
312,313,NCT05385159,Scarred Vocal Folds,INNOVATIVE TREATMENT OF SCARRED VOCAL FOLDS BY LOCAL INJECTION OF AUTOLOGOUS ADIPOSE-DERIVED STROMAL VASCULAR FRACTION: EFFICACY VERSUS PLACEBO,AUTOLOGOUS ADIPOSE-DERIVED STROMAL VASCULAR FRACTION|Placebo,INNOVATIVE TREATMENT OF SCARRED VOCAL FOLDS BY LOCAL INJECTION OF AUTOLOGOUS ADIPOSE-DERIVED STROMAL VASCULAR FRACTION: EFFICACY VERSUS PLACEBO,Marseille,Paca,France,September 2022
313,314,NCT01874665,GIST,A Phase 2 Trial of Ponatinib in Participants With Metastatic and/or Unresectable Gastrointestinal Stromal Tumor,Ponatinib,Phase 2 Trial of Ponatinib in Patients With Metastatic and/or Unresectable Gastrointestinal Stromal Tumor Following Failure of Prior Tyrosine Kinase Inhibitor Therapy,Boston|Boston|Portland|Philadelphia,Massachusetts|Massachusetts|Oregon|Pennsylvania,United States|United States|United States|United States,"June 5, 2013"
314,315,NCT03109301,"Neoplasms, Nerve Tissue|Neurofibromatosis 1|Heredodegenerative Disorders, Nervous System|Peripheral Nervous System Diseases",Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in People With Neurofibromatosis Type 1 (NF1) Mutated Gastrointestinal Stromal Tumors (GIST),Selumetinib (AZD6244 hyd sulfate) 50mg/dose|Selumetinib (AZD6244 hyd sulfate) 25mg/m2,A Phase II Trial of the Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Patients With Neurofibromatosis Type 1 (NF1) Mutated Gastrointestinal Stromal Tumors (GIST),,,,"April 7, 2017"
315,316,NCT04269941,Gastric GIST,Prognostic Factors Affecting Survival of Gastric GIST,total or subtotal gastrectomy,Clinicopathological Characteristics and Prognostic Factors of Gastrointestinal Stromal Tumors Located in the Stomach in Tunisian Patients,,,,"January 1, 2000"
316,317,NCT01557543,Heart Disease|Ischemic Heart Disease|Coronary Artery Disease|Coronary Artery Disease (CAD),Stem Cell Injection to Treat Heart Damage During Open Heart Surgery,Cell Therapy,Preliminary Assessment of Direct Intra-Myocardial Injection of Autologous Bone Marrow-derived Stromal Cells on Patients Undergoing Revascularization for CAD With Depressed Left Ventricular Function,Bethesda|Bethesda,Maryland|Maryland,United States|United States,"February 29, 2012"
317,318,NCT04389450,COVID|ARDS,"Double-Blind, Multicenter, Study to Evaluate the Efficacy of PLX PAD for the Treatment of COVID-19",PLX-PAD|Placebo,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Parallel-Group Phase II Study to Evaluate the Efficacy and Safety of Intramuscular Injections of PLX PAD for the Treatment of Severe COVID-19",Irvine|Los Angeles|Sacramento|Jacksonville|Augusta|Macon|Jackson|Camden|Teaneck|New York|New York|New York|Philadelphia,California|California|California|Florida|Georgia|Georgia|Mississippi|New Jersey|New Jersey|New York|New York|New York|Pennsylvania,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,"October 1, 2020"
318,319,NCT05081921,Osteoarthritis of Knee,Clinical Trial to Evaluate Safety and Efficacy of MesoCellA-Ortho Tissue-Engineered Advanced Therapy Product in Patients With Osteoarthrosis and Civilisation Diseases,MesoCellA-Ortho administration|HA administration,"A Randomized, Double Blind, Two Arms, Controlled Phase I/II Safety and Efficacy Study on MesoCellA-Ortho Tissue Engineered Product Intraarticularly Administrated in Adult Patients With Osteoarthrosis",Bieruń,Silesia,Poland,"January 5, 2022"
319,320,NCT02492308,Living-relative Kidney Transplantation,Induction With SVF Derived MSC in Living-related Kidney Transplantation,SVF-MSC induction|Basiliximab induction,Effect of Autologous Stromal Vascular Fraction Derived Mesenchymal Stem Cell in Living-Related Kidney Transplants: A Randomized Controlled Trial,Fuzhou|Fuzhou,Fujian|Fujian,China|China,December 2014
320,321,NCT01532076,Osteoporotic Fractures,Effectiveness of Adipose Tissue Derived Mesenchymal Stem Cells as Osteogenic Component in Composite Grafts,Cellularized composite graft augmentation|Acellular composite graft augmentation,Effectiveness of Adipose Tissue Derived Mesenchymal Stem Cells as Osteogenic Component in Composite Grafts Versus Acellular Bone Graft Substitutes for Augmentation in the Treatment of Proximal Humeral Fractures as Model for Fractures of Osteoporotic Bone - a Prospective Randomized First in Men Proof of Principle Trial,Basel,Basel-Stadt,Switzerland,June 2012
321,322,NCT02884154,Gastrointestinal Tract|Gastrointestinal Stromal Tumor,Feasibility and Yield of a New 20 G ProCore Needle With Coiled Sheath in the Gastrointestinal Subepithelial Tumors,Echotip ProCoreⓇ HD Ultrasound Biopsy Needle,,,,,August 2016
322,323,NCT04314687,Cerebral Palsy,Stem Cell and Conditioned Medium for Cerebral Palsy,Umbilical Cord Mesenchymal Stem Cells|Conditioned Medium|Standard Therapy,Allogeneic Umbilical Cord Mesenchymal Stem Cells and Conditioned Medium for Cerebral Palsy in Children,Jakarta,,Indonesia,"October 13, 2021"
323,324,NCT02064062,"Achilles Tendinitis, Right Leg|Achilles Tendinitis|Achilles Degeneration|Achilles Tendon Thickening|Tendinopathy|Achilles Tendinitis, Left Leg",Autologous Stem Cells in Achilles Tendinopathy,Autologous Mesenchymal Stem Cells,Autologous Stem Cells in Achilles Tendinopathy,London,,United Kingdom,January 2015
324,325,NCT00919958,Peripheral Artery Disease|Peripheral Vascular Disease|Critical Limb Ischemia,Safety of Intramuscular Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia,PLX-PAD IM injection,Phase I Study of Intramuscular (IM) Injection of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-like Stromal Cells Derived From a Full Term Placenta. These Placental Adherent Stromal Cells (ASCs) Are Expanded in the Company's Proprietary PluriXTM 3D Bioreactor System. PLX Cells Are Immune Privileged and Possess Immunomodulatory Properties.,Berlin,,Germany,June 2009
325,326,NCT00951210,Peripheral Artery Disease|Peripheral Vascular Disease|Critical Limb Ischemia,Safety of Intramuscular Injections (IM) of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia (CLI),PLX-PAD,Phase I Study of Intramuscular (IM) Injections of Allogeneic PLX-PAD Cells for the Treatment of Critical Limb Ischemia. PLX-PAD Are Mesenchymal-Like Stromal Cells Derived From a Full Term Placenta.,Birmingham|Durham,Alabama|North Carolina,United States|United States,August 2009
